problem,instance,algorithm,config_label,evaluations,mean_cost,std_cost
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",13133,7816.533333333334,153.92459914588775
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",13253,7816.533333333334,153.92459914588775
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",13373,7816.533333333334,153.92459914588775
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",13494,7816.533333333334,153.92459914588775
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",13614,7816.533333333334,153.92459914588775
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",13735,7816.533333333334,153.92459914588775
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",13855,7811.466666666666,161.44343350604947
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",13976,7811.466666666666,161.44343350604947
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",14096,7811.466666666666,161.44343350604947
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",14217,7811.466666666666,161.44343350604947
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",14337,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",14458,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",14578,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",14699,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",14819,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",14940,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",15060,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",15181,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",15301,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",15422,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",15542,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",15663,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",15783,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",15904,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",16024,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",16145,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",16265,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",16386,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",16506,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",16627,7811.133333333333,161.57510809390024
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",16747,7810.0,160.10288358843925
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",16867,7810.0,160.10288358843925
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",16988,7810.0,160.10288358843925
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",17108,7810.0,160.10288358843925
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",17229,7809.466666666666,160.4181480451081
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",17349,7800.733333333334,152.29684464521546
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",17470,7800.733333333334,152.29684464521546
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",17590,7800.733333333334,152.29684464521546
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",17711,7800.733333333334,152.29684464521546
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",17831,7800.733333333334,152.29684464521546
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",17952,7800.733333333334,152.29684464521546
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",18072,7800.733333333334,152.29684464521546
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",18193,7800.733333333334,152.29684464521546
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",18313,7800.733333333334,152.29684464521546
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",18434,7800.733333333334,152.29684464521546
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",18554,7798.533333333334,151.2987625711313
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",18675,7798.533333333334,151.2987625711313
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",18795,7798.533333333334,151.2987625711313
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",18916,7798.533333333334,151.2987625711313
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",19036,7795.0,150.62624826592034
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",19157,7795.0,150.62624826592034
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",19277,7795.0,150.62624826592034
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",19398,7795.0,150.62624826592034
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",19518,7795.0,150.62624826592034
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",19639,7795.0,150.62624826592034
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",19759,7795.0,150.62624826592034
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",19880,7791.733333333334,152.92632939498097
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",20000,7791.733333333334,152.92632939498097
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",20120,7791.733333333334,152.92632939498097
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",20241,7791.733333333334,152.92632939498097
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",20361,7791.733333333334,152.92632939498097
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",20482,7791.733333333334,152.92632939498097
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",20602,7791.733333333334,152.92632939498097
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",20723,7791.733333333334,152.92632939498097
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",20843,7791.733333333334,152.92632939498097
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",20964,7791.733333333334,152.92632939498097
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",21084,7791.733333333334,152.92632939498097
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",21205,7791.733333333334,152.92632939498097
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",21325,7791.556626506023,153.07759113574025
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",21446,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",21566,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",21687,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",21807,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",21928,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",22048,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",22169,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",22289,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",22410,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",22530,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",22651,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",22771,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",22892,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",23012,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",23133,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",23253,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",23373,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",23494,7789.8,153.25151440252284
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",23614,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",23735,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",23855,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",23976,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",24096,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",24217,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",24337,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",24458,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",24578,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",24699,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",24819,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",24940,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",25060,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",25181,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",25301,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",25422,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",25542,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",25663,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",25783,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",25904,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",26024,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",26145,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",26265,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",26386,7789.466666666666,152.97967911530677
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",26506,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",26627,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",26747,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",26867,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",26988,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",27108,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",27229,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",27349,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",27470,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",27590,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",27711,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",27831,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",27952,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",28072,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",28193,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",28313,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",28434,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",28554,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",28675,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",28795,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",28916,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",29036,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",29157,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",29277,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",29398,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",29518,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",29639,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",29759,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",29880,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=2",30000,7776.666666666667,164.67085014928685
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",0,11650.666666666666,683.7819990481048
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",120,8758.060240963854,262.9606518613534
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",241,8491.504417670683,202.13760242315635
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",361,8387.858634538154,195.43288225606207
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",482,8312.065060240964,179.7322188831743
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",602,8235.6,168.42280130671145
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",723,8183.106827309237,213.49323120191883
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",843,8122.44578313253,225.58886393187075
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",964,8108.690763052208,210.5932427340913
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",1084,8075.701204819276,214.12442827331603
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",1205,8030.604819277109,202.5622850114093
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",1325,8011.117269076305,206.80333419587726
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",1446,7989.975100401606,201.5964333337077
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",1566,7969.133333333333,210.28674602921495
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",1687,7966.466666666666,206.9092769522162
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",1807,7942.7389558232935,196.98130250087954
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",1928,7930.905220883534,198.7789565177801
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",2048,7930.6,198.91934714015795
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",2169,7927.4,197.11377425233374
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",2289,7914.0,188.71919174618498
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",2410,7914.0,188.71919174618498
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",2530,7913.666666666667,188.35734360223094
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",2651,7910.266666666666,187.79650925639936
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",2771,7909.933333333333,187.33195729031985
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",2892,7904.866666666667,182.65956190562693
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",3012,7904.866666666667,182.65956190562693
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",3133,7901.866666666667,180.7753178826013
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",3253,7898.85140562249,179.56992543304773
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",3373,7897.733333333334,179.30140979801456
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",3494,7896.8401606425705,178.23825783536086
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",3614,7895.8,178.8284839354924
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",3735,7895.8,178.8284839354924
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",3855,7894.266666666666,178.6099910108303
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",3976,7894.266666666666,178.6099910108303
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",4096,7892.133333333333,177.4380142159196
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",4217,7892.133333333333,177.4380142159196
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",4337,7892.133333333333,177.4380142159196
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",4458,7889.7389558232935,174.45471616661533
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",4578,7889.666666666667,174.50947124885676
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",4699,7889.6,174.47437252120056
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",4819,7889.6,174.47437252120056
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",4940,7889.6,174.47437252120056
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",5060,7889.6,174.47437252120056
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",5181,7888.066666666667,173.7640034324972
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",5301,7888.066666666667,173.7640034324972
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",5422,7888.066666666667,173.7640034324972
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",5542,7888.066666666667,173.7640034324972
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",5663,7888.066666666667,173.7640034324972
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",5783,7874.8,163.69451222729896
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",5904,7870.6,163.54563073752027
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",6024,7870.6,163.54563073752027
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",6145,7869.4,161.6414963223656
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",6265,7869.4,161.6414963223656
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",6386,7867.6,158.9804180813893
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",6506,7867.266666666666,159.02849500080865
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",6627,7867.266666666666,159.02849500080865
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",6747,7859.133333333333,150.20158306607678
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",6867,7853.174297188755,147.21412843313936
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",6988,7849.133333333333,146.77005446918963
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",7108,7842.875502008032,148.6380692522553
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",7229,7837.133333333333,151.25689699610027
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",7349,7837.133333333333,151.25689699610027
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",7470,7836.666666666667,150.9802047363237
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",7590,7836.666666666667,150.9802047363237
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",7711,7836.666666666667,150.9802047363237
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",7831,7836.666666666667,150.9802047363237
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",7952,7836.666666666667,150.9802047363237
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",8072,7836.666666666667,150.9802047363237
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",8193,7835.933333333333,151.07634567404068
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",8313,7833.8,152.39606294127157
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",8434,7833.625702811245,152.3114277260618
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",8554,7833.333333333333,152.1756295279314
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",8675,7833.333333333333,152.1756295279314
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",8795,7833.333333333333,152.1756295279314
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",8916,7831.6,153.54165558570742
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",9036,7831.6,153.54165558570742
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",9157,7831.6,153.54165558570742
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",9277,7831.6,153.54165558570742
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",9398,7826.266666666666,159.33506275212062
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",9518,7826.266666666666,159.33506275212062
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",9639,7825.0,160.13702465909208
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",9759,7825.0,160.13702465909208
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",9880,7825.0,160.13702465909208
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",10000,7825.0,160.13702465909208
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",10120,7825.0,160.13702465909208
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",10241,7821.4,165.25285675795945
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",10361,7819.866666666667,167.71319433949003
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",10482,7819.866666666667,167.71319433949003
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",10602,7819.738152610442,167.63483710623902
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",10723,7818.8,167.43524121283428
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",10843,7815.551004016064,168.24512582393066
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",10964,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",11084,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",11205,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",11325,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",11446,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",11566,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",11687,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",11807,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",11928,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",12048,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",12169,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",12289,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",12410,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",12530,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",12651,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",12771,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",12892,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",13012,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",13133,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",13253,7814.8,168.66661396573616
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",13373,7814.6,168.39390329423054
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",13494,7813.2,166.56658328328245
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",13614,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",13735,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",13855,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",13976,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",14096,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",14217,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",14337,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",14458,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",14578,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",14699,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",14819,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",14940,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",15060,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",15181,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",15301,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",15422,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",15542,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",15663,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",15783,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",15904,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",16024,7808.466666666666,161.4975197607966
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",16145,7807.666666666667,160.643566804138
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",16265,7807.666666666667,160.643566804138
tsp,berlin52,MMAS,"rho=0.5, ants=10, beta=3",16386,7807.666666666667,160.643566804138
