problem,problem_type,n,instance,algorithm,config_label,seed,rho,archive_size,num_ants,q0,alpha,beta,max_iterations,fitness_evaluations,iterations,final_fitness,reached_optimum,best_cost,gap_percent,elapsed_seconds
onemax,bitstring,300,,MMAS,"rho=0.1, ants=10",1,0.1,,10,,,,50000,6290,628,300,True,,,0.15100479125976562
onemax,bitstring,300,,MMAS,"rho=0.1, ants=10",2,0.1,,10,,,,50000,5920,591,300,True,,,0.1457371711730957
onemax,bitstring,300,,MMAS,"rho=0.1, ants=10",3,0.1,,10,,,,50000,4870,486,300,True,,,0.12008810043334961
onemax,bitstring,300,,MMAS,"rho=0.1, ants=10",4,0.1,,10,,,,50000,5800,579,300,True,,,0.14130091667175293
onemax,bitstring,300,,MMAS,"rho=0.5, ants=10",0,0.5,,10,,,,50000,5450,544,300,True,,,0.12984299659729004
onemax,bitstring,300,,MMAS,"rho=0.5, ants=10",1,0.5,,10,,,,50000,3220,321,300,True,,,0.07710099220275879
onemax,bitstring,300,,MMAS,"rho=0.5, ants=10",2,0.5,,10,,,,50000,5220,521,300,True,,,0.12489509582519531
onemax,bitstring,300,,MMAS,"rho=0.5, ants=10",3,0.5,,10,,,,50000,6460,645,300,True,,,0.1559300422668457
onemax,bitstring,300,,MMAS,"rho=0.5, ants=10",4,0.5,,10,,,,50000,4720,471,300,True,,,0.11285614967346191
onemax,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.7",0,,10,30,0.7,,,50000,330,10,300,True,,,0.011838197708129883
onemax,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.7",1,,10,30,0.7,,,50000,330,10,300,True,,,0.012130022048950195
onemax,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.7",2,,10,30,0.7,,,50000,390,12,300,True,,,0.014657974243164062
onemax,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.7",3,,10,30,0.7,,,50000,360,11,300,True,,,0.01324009895324707
onemax,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.7",4,,10,30,0.7,,,50000,360,11,300,True,,,0.013525009155273438
onemax,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.9",0,,10,30,0.9,,,50000,900,29,300,True,,,0.03276968002319336
onemax,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.9",1,,10,30,0.9,,,50000,900,29,300,True,,,0.03241896629333496
onemax,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.9",2,,10,30,0.9,,,50000,930,30,300,True,,,0.0324399471282959
onemax,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.9",3,,10,30,0.9,,,50000,810,26,300,True,,,0.02838134765625
onemax,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.9",4,,10,30,0.9,,,50000,900,29,300,True,,,0.0316309928894043
onemax,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.7",0,,20,30,0.7,,,50000,180,5,300,True,,,0.006737232208251953
onemax,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.7",1,,20,30,0.7,,,50000,240,7,300,True,,,0.009020090103149414
onemax,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.7",2,,20,30,0.7,,,50000,180,5,300,True,,,0.0066301822662353516
onemax,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.7",3,,20,30,0.7,,,50000,240,7,300,True,,,0.008810043334960938
onemax,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.7",4,,20,30,0.7,,,50000,210,6,300,True,,,0.008070945739746094
onemax,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.9",0,,20,30,0.9,,,50000,720,23,300,True,,,0.025381088256835938
onemax,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.9",1,,20,30,0.9,,,50000,750,24,300,True,,,0.02590322494506836
onemax,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.9",2,,20,30,0.9,,,50000,750,24,300,True,,,0.0265350341796875
onemax,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.9",3,,20,30,0.9,,,50000,660,21,300,True,,,0.02285289764404297
onemax,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.9",4,,20,30,0.9,,,50000,690,22,300,True,,,0.024402856826782227
onemax,bitstring,500,,MMAS,"rho=0.05, ants=10",0,0.05,,10,,,,50000,13290,1328,500,True,,,0.5609829425811768
onemax,bitstring,500,,MMAS,"rho=0.05, ants=10",1,0.05,,10,,,,50000,12560,1255,500,True,,,0.5239500999450684
onemax,bitstring,500,,MMAS,"rho=0.05, ants=10",2,0.05,,10,,,,50000,13670,1366,500,True,,,0.569101095199585
onemax,bitstring,500,,MMAS,"rho=0.05, ants=10",3,0.05,,10,,,,50000,12600,1259,500,True,,,0.5616791248321533
onemax,bitstring,500,,MMAS,"rho=0.05, ants=10",4,0.05,,10,,,,50000,14150,1414,500,True,,,0.5965921878814697
onemax,bitstring,500,,MMAS,"rho=0.1, ants=10",0,0.1,,10,,,,50000,10350,1034,500,True,,,0.44051694869995117
onemax,bitstring,500,,MMAS,"rho=0.1, ants=10",1,0.1,,10,,,,50000,9390,938,500,True,,,0.3970191478729248
onemax,bitstring,500,,MMAS,"rho=0.1, ants=10",2,0.1,,10,,,,50000,11190,1118,500,True,,,0.470181941986084
onemax,bitstring,500,,MMAS,"rho=0.1, ants=10",3,0.1,,10,,,,50000,10940,1093,500,True,,,0.46381092071533203
onemax,bitstring,500,,MMAS,"rho=0.1, ants=10",4,0.1,,10,,,,50000,13480,1347,500,True,,,0.5710060596466064
onemax,bitstring,500,,MMAS,"rho=0.5, ants=10",0,0.5,,10,,,,50000,5820,581,500,True,,,0.24408698081970215
onemax,bitstring,500,,MMAS,"rho=0.5, ants=10",1,0.5,,10,,,,50000,6520,651,500,True,,,0.27518391609191895
onemax,bitstring,500,,MMAS,"rho=0.5, ants=10",2,0.5,,10,,,,50000,9990,998,500,True,,,0.4183809757232666
onemax,bitstring,500,,MMAS,"rho=0.5, ants=10",3,0.5,,10,,,,50000,7070,706,500,True,,,0.2984349727630615
onemax,bitstring,500,,MMAS,"rho=0.5, ants=10",4,0.5,,10,,,,50000,6890,688,500,True,,,0.2895348072052002
onemax,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.7",0,,10,30,0.7,,,50000,360,11,500,True,,,0.022784948348999023
onemax,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.7",1,,10,30,0.7,,,50000,360,11,500,True,,,0.022708415985107422
onemax,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.7",2,,10,30,0.7,,,50000,360,11,500,True,,,0.022697925567626953
onemax,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.7",3,,10,30,0.7,,,50000,390,12,500,True,,,0.02462315559387207
onemax,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.7",4,,10,30,0.7,,,50000,390,12,500,True,,,0.02430891990661621
onemax,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.9",0,,10,30,0.9,,,50000,1110,36,500,True,,,0.06605386734008789
onemax,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.9",1,,10,30,0.9,,,50000,1050,34,500,True,,,0.06260299682617188
onemax,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.9",2,,10,30,0.9,,,50000,1110,36,500,True,,,0.06589388847351074
onemax,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.9",3,,10,30,0.9,,,50000,1080,35,500,True,,,0.06473016738891602
onemax,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.9",4,,10,30,0.9,,,50000,990,32,500,True,,,0.05980491638183594
onemax,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.7",0,,20,30,0.7,,,50000,180,5,500,True,,,0.011337041854858398
onemax,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.7",1,,20,30,0.7,,,50000,240,7,500,True,,,0.015033960342407227
onemax,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.7",2,,20,30,0.7,,,50000,240,7,500,True,,,0.015243053436279297
onemax,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.7",3,,20,30,0.7,,,50000,210,6,500,True,,,0.013580083847045898
onemax,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.7",4,,20,30,0.7,,,50000,240,7,500,True,,,0.015129804611206055
onemax,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.9",0,,20,30,0.9,,,50000,960,31,500,True,,,0.05710196495056152
onemax,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.9",1,,20,30,0.9,,,50000,900,29,500,True,,,0.0540771484375
onemax,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.9",2,,20,30,0.9,,,50000,870,28,500,True,,,0.05246424674987793
onemax,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.9",3,,20,30,0.9,,,50000,930,30,500,True,,,0.056305885314941406
onemax,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.9",4,,20,30,0.9,,,50000,870,28,500,True,,,0.05207109451293945
leadingones,bitstring,100,,MMAS,"rho=0.05, ants=10",0,0.05,,10,,,,100000,12130,1212,100,True,,,0.08671736717224121
leadingones,bitstring,100,,MMAS,"rho=0.05, ants=10",1,0.05,,10,,,,100000,10100,1009,100,True,,,0.07310605049133301
leadingones,bitstring,100,,MMAS,"rho=0.05, ants=10",2,0.05,,10,,,,100000,8830,882,100,True,,,0.0634469985961914
leadingones,bitstring,100,,MMAS,"rho=0.05, ants=10",3,0.05,,10,,,,100000,8490,848,100,True,,,0.062326908111572266
leadingones,bitstring,100,,MMAS,"rho=0.05, ants=10",4,0.05,,10,,,,100000,11800,1179,100,True,,,0.0854792594909668
leadingones,bitstring,100,,MMAS,"rho=0.1, ants=10",0,0.1,,10,,,,100000,10710,1070,100,True,,,0.07734298706054688
leadingones,bitstring,100,,MMAS,"rho=0.1, ants=10",1,0.1,,10,,,,100000,12270,1226,100,True,,,0.08959531784057617
leadingones,bitstring,100,,MMAS,"rho=0.1, ants=10",2,0.1,,10,,,,100000,8300,829,100,True,,,0.06096839904785156
leadingones,bitstring,100,,MMAS,"rho=0.1, ants=10",3,0.1,,10,,,,100000,11250,1124,100,True,,,0.08071494102478027
leadingones,bitstring,100,,MMAS,"rho=0.1, ants=10",4,0.1,,10,,,,100000,7190,718,100,True,,,0.05178999900817871
leadingones,bitstring,100,,MMAS,"rho=0.5, ants=10",0,0.5,,10,,,,100000,10720,1071,100,True,,,0.0752260684967041
leadingones,bitstring,100,,MMAS,"rho=0.5, ants=10",1,0.5,,10,,,,100000,9480,947,100,True,,,0.06801390647888184
leadingones,bitstring,100,,MMAS,"rho=0.5, ants=10",2,0.5,,10,,,,100000,8270,826,100,True,,,0.05842995643615723
leadingones,bitstring,100,,MMAS,"rho=0.5, ants=10",3,0.5,,10,,,,100000,6500,649,100,True,,,0.046691179275512695
leadingones,bitstring,100,,MMAS,"rho=0.5, ants=10",4,0.5,,10,,,,100000,7180,717,100,True,,,0.05206012725830078
leadingones,bitstring,100,,P-ACO,"K=10, ants=30, q0=0.7",0,,10,30,0.7,,,100000,270,8,100,True,,,0.003125905990600586
leadingones,bitstring,100,,P-ACO,"K=10, ants=30, q0=0.7",1,,10,30,0.7,,,100000,270,8,100,True,,,0.002959012985229492
leadingones,bitstring,100,,P-ACO,"K=10, ants=30, q0=0.7",2,,10,30,0.7,,,100000,330,10,100,True,,,0.0034618377685546875
leadingones,bitstring,100,,P-ACO,"K=10, ants=30, q0=0.7",3,,10,30,0.7,,,100000,270,8,100,True,,,0.0028760433197021484
leadingones,bitstring,100,,P-ACO,"K=10, ants=30, q0=0.7",4,,10,30,0.7,,,100000,270,8,100,True,,,0.0030231475830078125
leadingones,bitstring,100,,P-ACO,"K=10, ants=30, q0=0.9",0,,10,30,0.9,,,100000,930,30,100,True,,,0.010005950927734375
leadingones,bitstring,100,,P-ACO,"K=10, ants=30, q0=0.9",1,,10,30,0.9,,,100000,1080,35,100,True,,,0.011781930923461914
leadingones,bitstring,100,,P-ACO,"K=10, ants=30, q0=0.9",2,,10,30,0.9,,,100000,960,31,100,True,,,0.010010004043579102
leadingones,bitstring,100,,P-ACO,"K=10, ants=30, q0=0.9",3,,10,30,0.9,,,100000,960,31,100,True,,,0.010326862335205078
leadingones,bitstring,100,,P-ACO,"K=10, ants=30, q0=0.9",4,,10,30,0.9,,,100000,990,32,100,True,,,0.010562896728515625
leadingones,bitstring,100,,P-ACO,"K=20, ants=30, q0=0.7",0,,20,30,0.7,,,100000,180,5,100,True,,,0.0021970272064208984
leadingones,bitstring,100,,P-ACO,"K=20, ants=30, q0=0.7",1,,20,30,0.7,,,100000,180,5,100,True,,,0.0019550323486328125
leadingones,bitstring,100,,P-ACO,"K=20, ants=30, q0=0.7",2,,20,30,0.7,,,100000,150,4,100,True,,,0.0015730857849121094
leadingones,bitstring,100,,P-ACO,"K=20, ants=30, q0=0.7",3,,20,30,0.7,,,100000,180,5,100,True,,,0.0020682811737060547
leadingones,bitstring,100,,P-ACO,"K=20, ants=30, q0=0.7",4,,20,30,0.7,,,100000,120,3,100,True,,,0.0013508796691894531
leadingones,bitstring,100,,P-ACO,"K=20, ants=30, q0=0.9",0,,20,30,0.9,,,100000,780,25,100,True,,,0.008572816848754883
leadingones,bitstring,100,,P-ACO,"K=20, ants=30, q0=0.9",1,,20,30,0.9,,,100000,990,32,100,True,,,0.010968923568725586
leadingones,bitstring,100,,P-ACO,"K=20, ants=30, q0=0.9",2,,20,30,0.9,,,100000,810,26,100,True,,,0.008529901504516602
leadingones,bitstring,100,,P-ACO,"K=20, ants=30, q0=0.9",3,,20,30,0.9,,,100000,840,27,100,True,,,0.008987903594970703
leadingones,bitstring,100,,P-ACO,"K=20, ants=30, q0=0.9",4,,20,30,0.9,,,100000,780,25,100,True,,,0.008359909057617188
leadingones,bitstring,300,,MMAS,"rho=0.05, ants=10",0,0.05,,10,,,,100000,77050,7704,300,True,,,1.5832138061523438
leadingones,bitstring,300,,MMAS,"rho=0.05, ants=10",1,0.05,,10,,,,100000,80020,8001,300,True,,,1.721085786819458
leadingones,bitstring,300,,MMAS,"rho=0.05, ants=10",2,0.05,,10,,,,100000,78000,7799,300,True,,,1.6654078960418701
leadingones,bitstring,300,,MMAS,"rho=0.05, ants=10",3,0.05,,10,,,,100000,77790,7778,300,True,,,1.5980868339538574
leadingones,bitstring,300,,MMAS,"rho=0.05, ants=10",4,0.05,,10,,,,100000,75870,7586,300,True,,,1.5783641338348389
leadingones,bitstring,300,,MMAS,"rho=0.1, ants=10",0,0.1,,10,,,,100000,68410,6840,300,True,,,1.412466049194336
leadingones,bitstring,300,,MMAS,"rho=0.1, ants=10",1,0.1,,10,,,,100000,78820,7881,300,True,,,1.6270771026611328
leadingones,bitstring,300,,MMAS,"rho=0.1, ants=10",2,0.1,,10,,,,100000,64230,6422,300,True,,,1.3074119091033936
leadingones,bitstring,300,,MMAS,"rho=0.1, ants=10",3,0.1,,10,,,,100000,79990,7998,300,True,,,1.6424510478973389
leadingones,bitstring,300,,MMAS,"rho=0.1, ants=10",4,0.1,,10,,,,100000,79010,7900,300,True,,,1.6347150802612305
leadingones,bitstring,300,,MMAS,"rho=0.5, ants=10",0,0.5,,10,,,,100000,90770,9076,300,True,,,1.8682138919830322
leadingones,bitstring,300,,MMAS,"rho=0.5, ants=10",1,0.5,,10,,,,100000,70560,7055,300,True,,,1.4443998336791992
leadingones,bitstring,300,,MMAS,"rho=0.5, ants=10",2,0.5,,10,,,,100000,92600,9259,300,True,,,1.901749849319458
leadingones,bitstring,300,,MMAS,"rho=0.5, ants=10",3,0.5,,10,,,,100000,86890,8688,300,True,,,1.7820398807525635
leadingones,bitstring,300,,MMAS,"rho=0.5, ants=10",4,0.5,,10,,,,100000,71080,7107,300,True,,,1.446362018585205
leadingones,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.7",0,,10,30,0.7,,,100000,480,15,300,True,,,0.015125036239624023
leadingones,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.7",1,,10,30,0.7,,,100000,450,14,300,True,,,0.014321327209472656
leadingones,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.7",2,,10,30,0.7,,,100000,450,14,300,True,,,0.013863325119018555
leadingones,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.7",3,,10,30,0.7,,,100000,480,15,300,True,,,0.015666961669921875
leadingones,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.7",4,,10,30,0.7,,,100000,510,16,300,True,,,0.01634812355041504
leadingones,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.9",0,,10,30,0.9,,,100000,1530,50,300,True,,,0.04555797576904297
leadingones,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.9",1,,10,30,0.9,,,100000,1680,55,300,True,,,0.05147194862365723
leadingones,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.9",2,,10,30,0.9,,,100000,1590,52,300,True,,,0.046897172927856445
leadingones,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.9",3,,10,30,0.9,,,100000,1710,56,300,True,,,0.05102992057800293
leadingones,bitstring,300,,P-ACO,"K=10, ants=30, q0=0.9",4,,10,30,0.9,,,100000,1530,50,300,True,,,0.045287132263183594
leadingones,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.7",0,,20,30,0.7,,,100000,330,10,300,True,,,0.010663270950317383
leadingones,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.7",1,,20,30,0.7,,,100000,240,7,300,True,,,0.007555246353149414
leadingones,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.7",2,,20,30,0.7,,,100000,240,7,300,True,,,0.0076749324798583984
leadingones,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.7",3,,20,30,0.7,,,100000,240,7,300,True,,,0.007827997207641602
leadingones,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.7",4,,20,30,0.7,,,100000,210,6,300,True,,,0.0065419673919677734
leadingones,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.9",0,,20,30,0.9,,,100000,1410,46,300,True,,,0.04199028015136719
leadingones,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.9",1,,20,30,0.9,,,100000,1410,46,300,True,,,0.0424799919128418
leadingones,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.9",2,,20,30,0.9,,,100000,1230,40,300,True,,,0.0375669002532959
leadingones,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.9",3,,20,30,0.9,,,100000,1260,41,300,True,,,0.038574934005737305
leadingones,bitstring,300,,P-ACO,"K=20, ants=30, q0=0.9",4,,20,30,0.9,,,100000,1170,38,300,True,,,0.03485274314880371
leadingones,bitstring,500,,MMAS,"rho=0.05, ants=10",0,0.05,,10,,,,100000,237140,23713,500,True,,,8.361165046691895
leadingones,bitstring,500,,MMAS,"rho=0.05, ants=10",1,0.05,,10,,,,100000,177530,17752,500,True,,,6.2681968212127686
leadingones,bitstring,500,,MMAS,"rho=0.05, ants=10",2,0.05,,10,,,,100000,226680,22667,500,True,,,7.959552049636841
leadingones,bitstring,500,,MMAS,"rho=0.05, ants=10",3,0.05,,10,,,,100000,199850,19984,500,True,,,7.075715065002441
leadingones,bitstring,500,,MMAS,"rho=0.05, ants=10",4,0.05,,10,,,,100000,190270,19026,500,True,,,6.727240085601807
leadingones,bitstring,500,,MMAS,"rho=0.1, ants=10",0,0.1,,10,,,,100000,184920,18491,500,True,,,6.651073932647705
leadingones,bitstring,500,,MMAS,"rho=0.1, ants=10",1,0.1,,10,,,,100000,216590,21658,500,True,,,7.699339866638184
leadingones,bitstring,500,,MMAS,"rho=0.1, ants=10",2,0.1,,10,,,,100000,187670,18766,500,True,,,6.703045129776001
leadingones,bitstring,500,,MMAS,"rho=0.1, ants=10",3,0.1,,10,,,,100000,210800,21079,500,True,,,7.468315124511719
leadingones,bitstring,500,,MMAS,"rho=0.1, ants=10",4,0.1,,10,,,,100000,227570,22756,500,True,,,8.059808015823364
leadingones,bitstring,500,,MMAS,"rho=0.5, ants=10",0,0.5,,10,,,,100000,215950,21594,500,True,,,7.636528968811035
leadingones,bitstring,500,,MMAS,"rho=0.5, ants=10",1,0.5,,10,,,,100000,194880,19487,500,True,,,6.883296012878418
leadingones,bitstring,500,,MMAS,"rho=0.5, ants=10",2,0.5,,10,,,,100000,230930,23092,500,True,,,8.176533937454224
leadingones,bitstring,500,,MMAS,"rho=0.5, ants=10",3,0.5,,10,,,,100000,205570,20556,500,True,,,7.3737170696258545
leadingones,bitstring,500,,MMAS,"rho=0.5, ants=10",4,0.5,,10,,,,100000,237410,23740,500,True,,,8.384890079498291
leadingones,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.7",0,,10,30,0.7,,,100000,540,17,500,True,,,0.02883291244506836
leadingones,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.7",1,,10,30,0.7,,,100000,540,17,500,True,,,0.029126882553100586
leadingones,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.7",2,,10,30,0.7,,,100000,450,14,500,True,,,0.024025917053222656
leadingones,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.7",3,,10,30,0.7,,,100000,540,17,500,True,,,0.028970956802368164
leadingones,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.7",4,,10,30,0.7,,,100000,510,16,500,True,,,0.027250289916992188
leadingones,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.9",0,,10,30,0.9,,,100000,1770,58,500,True,,,0.0887289047241211
leadingones,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.9",1,,10,30,0.9,,,100000,1800,59,500,True,,,0.09043717384338379
leadingones,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.9",2,,10,30,0.9,,,100000,1680,55,500,True,,,0.08526897430419922
leadingones,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.9",3,,10,30,0.9,,,100000,1980,65,500,True,,,0.0991981029510498
leadingones,bitstring,500,,P-ACO,"K=10, ants=30, q0=0.9",4,,10,30,0.9,,,100000,1830,60,500,True,,,0.09172701835632324
leadingones,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.7",0,,20,30,0.7,,,100000,330,10,500,True,,,0.018094778060913086
leadingones,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.7",1,,20,30,0.7,,,100000,300,9,500,True,,,0.016351938247680664
leadingones,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.7",2,,20,30,0.7,,,100000,300,9,500,True,,,0.016517162322998047
leadingones,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.7",3,,20,30,0.7,,,100000,270,8,500,True,,,0.014758825302124023
leadingones,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.7",4,,20,30,0.7,,,100000,420,13,500,True,,,0.023127079010009766
leadingones,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.9",0,,20,30,0.9,,,100000,1650,54,500,True,,,0.08403515815734863
leadingones,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.9",1,,20,30,0.9,,,100000,1590,52,500,True,,,0.08110594749450684
leadingones,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.9",2,,20,30,0.9,,,100000,1620,53,500,True,,,0.08304691314697266
leadingones,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.9",3,,20,30,0.9,,,100000,1620,53,500,True,,,0.08298325538635254
leadingones,bitstring,500,,P-ACO,"K=20, ants=30, q0=0.9",4,,20,30,0.9,,,100000,1590,52,500,True,,,0.08127999305725098
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",0,0.05,,10,,1.0,2.0,3000,30010,3000,,,7749,2.7446300715990453,7.371232986450195
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",1,0.05,,10,,1.0,2.0,3000,30010,3000,,,7618,1.007690267833466,7.385729074478149
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",2,0.05,,10,,1.0,2.0,3000,30010,3000,,,7542,0.0,7.414492845535278
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",3,0.05,,10,,1.0,2.0,3000,30010,3000,,,7542,0.0,7.391653776168823
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",4,0.05,,10,,1.0,2.0,3000,30010,3000,,,7542,0.0,7.40828800201416
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",5,0.05,,10,,1.0,2.0,3000,30010,3000,,,7542,0.0,7.397580146789551
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",6,0.05,,10,,1.0,2.0,3000,30010,3000,,,7991,5.953328029700345,7.519377946853638
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",7,0.05,,10,,1.0,2.0,3000,30010,3000,,,7915,4.9456377618668785,7.402676820755005
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",8,0.05,,10,,1.0,2.0,3000,30010,3000,,,7775,3.0893662158578623,7.405375003814697
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",9,0.05,,10,,1.0,2.0,3000,30010,3000,,,7715,2.2938212675682843,7.406973838806152
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",10,0.05,,10,,1.0,2.0,3000,30010,3000,,,7915,4.9456377618668785,7.407135009765625
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",11,0.05,,10,,1.0,2.0,3000,30010,3000,,,7848,4.05727923627685,7.399477958679199
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",12,0.05,,10,,1.0,2.0,3000,30010,3000,,,7741,2.638557411827102,7.405602693557739
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",13,0.05,,10,,1.0,2.0,3000,30010,3000,,,7915,4.9456377618668785,7.391932725906372
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=2",14,0.05,,10,,1.0,2.0,3000,30010,3000,,,7542,0.0,7.59343695640564
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=3",0,0.05,,10,,1.0,3.0,3000,30010,3000,,,7542,0.0,7.394834756851196
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=3",1,0.05,,10,,1.0,3.0,3000,30010,3000,,,7542,0.0,7.417589902877808
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=3",2,0.05,,10,,1.0,3.0,3000,30010,3000,,,7542,0.0,7.389007091522217
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=3",3,0.05,,10,,1.0,3.0,3000,30010,3000,,,7715,2.2938212675682843,7.4191460609436035
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=3",4,0.05,,10,,1.0,3.0,3000,30010,3000,,,7749,2.7446300715990453,7.3972179889678955
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=3",5,0.05,,10,,1.0,3.0,3000,30010,3000,,,7715,2.2938212675682843,7.400306224822998
tsp,tsp,52,berlin52,MMAS,"rho=0.05, ants=10, beta=3",6,0.05,,10,,1.0,3.0,3000,30010,3000,,,7902,4.77326968973747,7.395385026931763
