problem,algorithm,size_set,size,seed,iterations,fitness_evaluations,reached_optimum
onemax,(1+1) EA,large,700,7,9711,9712,True
onemax,(1+1) EA,large,700,8,10433,10434,True
onemax,(1+1) EA,large,700,9,15338,15339,True
onemax,(1+1) EA,large,700,10,11632,11633,True
onemax,(1+1) EA,large,700,11,9935,9936,True
onemax,(1+1) EA,large,700,12,10013,10014,True
onemax,(1+1) EA,large,700,13,14402,14403,True
onemax,(1+1) EA,large,700,14,14590,14591,True
onemax,(1+1) EA,large,700,15,11073,11074,True
onemax,(1+1) EA,large,700,16,12060,12061,True
onemax,(1+1) EA,large,700,17,10960,10961,True
onemax,(1+1) EA,large,700,18,12145,12146,True
onemax,(1+1) EA,large,700,19,12999,13000,True
onemax,(1+1) EA,large,800,0,12258,12259,True
onemax,(1+1) EA,large,800,1,14496,14497,True
onemax,(1+1) EA,large,800,2,13453,13454,True
onemax,(1+1) EA,large,800,3,13750,13751,True
onemax,(1+1) EA,large,800,4,11166,11167,True
onemax,(1+1) EA,large,800,5,10298,10299,True
onemax,(1+1) EA,large,800,6,14325,14326,True
onemax,(1+1) EA,large,800,7,13052,13053,True
onemax,(1+1) EA,large,800,8,9518,9519,True
onemax,(1+1) EA,large,800,9,11765,11766,True
onemax,(1+1) EA,large,800,10,15816,15817,True
onemax,(1+1) EA,large,800,11,11612,11613,True
onemax,(1+1) EA,large,800,12,14532,14533,True
onemax,(1+1) EA,large,800,13,13773,13774,True
onemax,(1+1) EA,large,800,14,18147,18148,True
onemax,(1+1) EA,large,800,15,16717,16718,True
onemax,(1+1) EA,large,800,16,14732,14733,True
onemax,(1+1) EA,large,800,17,11357,11358,True
onemax,(1+1) EA,large,800,18,15550,15551,True
onemax,(1+1) EA,large,800,19,13856,13857,True
onemax,(1+1) EA,large,900,0,12613,12614,True
onemax,(1+1) EA,large,900,1,14766,14767,True
onemax,(1+1) EA,large,900,2,12948,12949,True
onemax,(1+1) EA,large,900,3,18713,18714,True
onemax,(1+1) EA,large,900,4,12932,12933,True
onemax,(1+1) EA,large,900,5,16296,16297,True
onemax,(1+1) EA,large,900,6,13853,13854,True
onemax,(1+1) EA,large,900,7,16589,16590,True
onemax,(1+1) EA,large,900,8,12085,12086,True
onemax,(1+1) EA,large,900,9,11507,11508,True
onemax,(1+1) EA,large,900,10,18937,18938,True
onemax,(1+1) EA,large,900,11,14326,14327,True
onemax,(1+1) EA,large,900,12,13720,13721,True
onemax,(1+1) EA,large,900,13,12701,12702,True
onemax,(1+1) EA,large,900,14,22677,22678,True
onemax,(1+1) EA,large,900,15,11109,11110,True
onemax,(1+1) EA,large,900,16,17722,17723,True
onemax,(1+1) EA,large,900,17,16903,16904,True
onemax,(1+1) EA,large,900,18,13707,13708,True
onemax,(1+1) EA,large,900,19,15693,15694,True
onemax,(1+1) EA,large,1000,0,17483,17484,True
onemax,(1+1) EA,large,1000,1,17062,17063,True
onemax,(1+1) EA,large,1000,2,13866,13867,True
onemax,(1+1) EA,large,1000,3,13231,13232,True
onemax,(1+1) EA,large,1000,4,17648,17649,True
onemax,(1+1) EA,large,1000,5,14108,14109,True
onemax,(1+1) EA,large,1000,6,16702,16703,True
onemax,(1+1) EA,large,1000,7,21025,21026,True
onemax,(1+1) EA,large,1000,8,11643,11644,True
onemax,(1+1) EA,large,1000,9,11814,11815,True
onemax,(1+1) EA,large,1000,10,20158,20159,True
onemax,(1+1) EA,large,1000,11,16055,16056,True
onemax,(1+1) EA,large,1000,12,14907,14908,True
onemax,(1+1) EA,large,1000,13,16979,16980,True
onemax,(1+1) EA,large,1000,14,16792,16793,True
onemax,(1+1) EA,large,1000,15,11646,11647,True
onemax,(1+1) EA,large,1000,16,19059,19060,True
onemax,(1+1) EA,large,1000,17,14637,14638,True
onemax,(1+1) EA,large,1000,18,24552,24553,True
onemax,(1+1) EA,large,1000,19,17312,17313,True
onemax,(μ+λ) EA,large,100,0,21,860,True
onemax,(μ+λ) EA,large,100,1,36,1460,True
onemax,(μ+λ) EA,large,100,2,33,1340,True
onemax,(μ+λ) EA,large,100,3,56,2260,True
onemax,(μ+λ) EA,large,100,4,35,1420,True
onemax,(μ+λ) EA,large,100,5,24,980,True
onemax,(μ+λ) EA,large,100,6,29,1180,True
onemax,(μ+λ) EA,large,100,7,31,1260,True
onemax,(μ+λ) EA,large,100,8,27,1100,True
onemax,(μ+λ) EA,large,100,9,31,1260,True
onemax,(μ+λ) EA,large,100,10,22,900,True
onemax,(μ+λ) EA,large,100,11,26,1060,True
onemax,(μ+λ) EA,large,100,12,41,1660,True
onemax,(μ+λ) EA,large,100,13,27,1100,True
onemax,(μ+λ) EA,large,100,14,25,1020,True
onemax,(μ+λ) EA,large,100,15,30,1220,True
onemax,(μ+λ) EA,large,100,16,24,980,True
onemax,(μ+λ) EA,large,100,17,27,1100,True
onemax,(μ+λ) EA,large,100,18,29,1180,True
onemax,(μ+λ) EA,large,100,19,26,1060,True
onemax,(μ+λ) EA,large,200,0,66,2660,True
onemax,(μ+λ) EA,large,200,1,65,2620,True
onemax,(μ+λ) EA,large,200,2,54,2180,True
onemax,(μ+λ) EA,large,200,3,59,2380,True
onemax,(μ+λ) EA,large,200,4,60,2420,True
onemax,(μ+λ) EA,large,200,5,57,2300,True
onemax,(μ+λ) EA,large,200,6,82,3300,True
onemax,(μ+λ) EA,large,200,7,79,3180,True
onemax,(μ+λ) EA,large,200,8,64,2580,True
onemax,(μ+λ) EA,large,200,9,94,3780,True
onemax,(μ+λ) EA,large,200,10,90,3620,True
onemax,(μ+λ) EA,large,200,11,51,2060,True
onemax,(μ+λ) EA,large,200,12,74,2980,True
onemax,(μ+λ) EA,large,200,13,58,2340,True
onemax,(μ+λ) EA,large,200,14,57,2300,True
onemax,(μ+λ) EA,large,200,15,73,2940,True
onemax,(μ+λ) EA,large,200,16,56,2260,True
onemax,(μ+λ) EA,large,200,17,84,3380,True
onemax,(μ+λ) EA,large,200,18,60,2420,True
onemax,(μ+λ) EA,large,200,19,74,2980,True
onemax,(μ+λ) EA,large,300,0,165,6620,True
onemax,(μ+λ) EA,large,300,1,91,3660,True
onemax,(μ+λ) EA,large,300,2,98,3940,True
onemax,(μ+λ) EA,large,300,3,137,5500,True
onemax,(μ+λ) EA,large,300,4,146,5860,True
onemax,(μ+λ) EA,large,300,5,142,5700,True
onemax,(μ+λ) EA,large,300,6,107,4300,True
onemax,(μ+λ) EA,large,300,7,103,4140,True
onemax,(μ+λ) EA,large,300,8,97,3900,True
onemax,(μ+λ) EA,large,300,9,139,5580,True
onemax,(μ+λ) EA,large,300,10,104,4180,True
onemax,(μ+λ) EA,large,300,11,150,6020,True
onemax,(μ+λ) EA,large,300,12,133,5340,True
onemax,(μ+λ) EA,large,300,13,131,5260,True
onemax,(μ+λ) EA,large,300,14,93,3740,True
onemax,(μ+λ) EA,large,300,15,113,4540,True
onemax,(μ+λ) EA,large,300,16,118,4740,True
onemax,(μ+λ) EA,large,300,17,113,4540,True
onemax,(μ+λ) EA,large,300,18,103,4140,True
onemax,(μ+λ) EA,large,300,19,114,4580,True
onemax,(μ+λ) EA,large,400,0,138,5540,True
onemax,(μ+λ) EA,large,400,1,154,6180,True
onemax,(μ+λ) EA,large,400,2,131,5260,True
onemax,(μ+λ) EA,large,400,3,135,5420,True
onemax,(μ+λ) EA,large,400,4,139,5580,True
onemax,(μ+λ) EA,large,400,5,122,4900,True
onemax,(μ+λ) EA,large,400,6,147,5900,True
onemax,(μ+λ) EA,large,400,7,155,6220,True
onemax,(μ+λ) EA,large,400,8,110,4420,True
onemax,(μ+λ) EA,large,400,9,139,5580,True
onemax,(μ+λ) EA,large,400,10,177,7100,True
onemax,(μ+λ) EA,large,400,11,143,5740,True
onemax,(μ+λ) EA,large,400,12,179,7180,True
onemax,(μ+λ) EA,large,400,13,177,7100,True
onemax,(μ+λ) EA,large,400,14,151,6060,True
onemax,(μ+λ) EA,large,400,15,146,5860,True
onemax,(μ+λ) EA,large,400,16,177,7100,True
onemax,(μ+λ) EA,large,400,17,137,5500,True
onemax,(μ+λ) EA,large,400,18,185,7420,True
onemax,(μ+λ) EA,large,400,19,149,5980,True
onemax,(μ+λ) EA,large,500,0,350,14020,True
onemax,(μ+λ) EA,large,500,1,207,8300,True
onemax,(μ+λ) EA,large,500,2,218,8740,True
onemax,(μ+λ) EA,large,500,3,171,6860,True
onemax,(μ+λ) EA,large,500,4,296,11860,True
onemax,(μ+λ) EA,large,500,5,167,6700,True
onemax,(μ+λ) EA,large,500,6,161,6460,True
onemax,(μ+λ) EA,large,500,7,196,7860,True
onemax,(μ+λ) EA,large,500,8,146,5860,True
onemax,(μ+λ) EA,large,500,9,241,9660,True
onemax,(μ+λ) EA,large,500,10,281,11260,True
onemax,(μ+λ) EA,large,500,11,244,9780,True
onemax,(μ+λ) EA,large,500,12,246,9860,True
onemax,(μ+λ) EA,large,500,13,277,11100,True
onemax,(μ+λ) EA,large,500,14,170,6820,True
onemax,(μ+λ) EA,large,500,15,173,6940,True
onemax,(μ+λ) EA,large,500,16,284,11380,True
onemax,(μ+λ) EA,large,500,17,257,10300,True
onemax,(μ+λ) EA,large,500,18,343,13740,True
onemax,(μ+λ) EA,large,500,19,290,11620,True
onemax,(μ+λ) EA,large,600,0,309,12380,True
onemax,(μ+λ) EA,large,600,1,232,9300,True
onemax,(μ+λ) EA,large,600,2,258,10340,True
onemax,(μ+λ) EA,large,600,3,282,11300,True
onemax,(μ+λ) EA,large,600,4,330,13220,True
onemax,(μ+λ) EA,large,600,5,221,8860,True
onemax,(μ+λ) EA,large,600,6,274,10980,True
onemax,(μ+λ) EA,large,600,7,276,11060,True
onemax,(μ+λ) EA,large,600,8,395,15820,True
onemax,(μ+λ) EA,large,600,9,215,8620,True
onemax,(μ+λ) EA,large,600,10,249,9980,True
onemax,(μ+λ) EA,large,600,11,328,13140,True
onemax,(μ+λ) EA,large,600,12,298,11940,True
onemax,(μ+λ) EA,large,600,13,277,11100,True
onemax,(μ+λ) EA,large,600,14,247,9900,True
onemax,(μ+λ) EA,large,600,15,316,12660,True
onemax,(μ+λ) EA,large,600,16,232,9300,True
onemax,(μ+λ) EA,large,600,17,200,8020,True
onemax,(μ+λ) EA,large,600,18,276,11060,True
onemax,(μ+λ) EA,large,600,19,244,9780,True
onemax,(μ+λ) EA,large,700,0,283,11340,True
onemax,(μ+λ) EA,large,700,1,391,15660,True
onemax,(μ+λ) EA,large,700,2,320,12820,True
onemax,(μ+λ) EA,large,700,3,292,11700,True
onemax,(μ+λ) EA,large,700,4,358,14340,True
onemax,(μ+λ) EA,large,700,5,327,13100,True
onemax,(μ+λ) EA,large,700,6,355,14220,True
onemax,(μ+λ) EA,large,700,7,289,11580,True
onemax,(μ+λ) EA,large,700,8,274,10980,True
onemax,(μ+λ) EA,large,700,9,281,11260,True
onemax,(μ+λ) EA,large,700,10,261,10460,True
onemax,(μ+λ) EA,large,700,11,276,11060,True
onemax,(μ+λ) EA,large,700,12,258,10340,True
onemax,(μ+λ) EA,large,700,13,272,10900,True
onemax,(μ+λ) EA,large,700,14,297,11900,True
onemax,(μ+λ) EA,large,700,15,429,17180,True
onemax,(μ+λ) EA,large,700,16,383,15340,True
onemax,(μ+λ) EA,large,700,17,320,12820,True
onemax,(μ+λ) EA,large,700,18,323,12940,True
onemax,(μ+λ) EA,large,700,19,292,11700,True
onemax,(μ+λ) EA,large,800,0,347,13900,True
onemax,(μ+λ) EA,large,800,1,369,14780,True
onemax,(μ+λ) EA,large,800,2,344,13780,True
onemax,(μ+λ) EA,large,800,3,332,13300,True
onemax,(μ+λ) EA,large,800,4,338,13540,True
onemax,(μ+λ) EA,large,800,5,420,16820,True
onemax,(μ+λ) EA,large,800,6,361,14460,True
onemax,(μ+λ) EA,large,800,7,453,18140,True
onemax,(μ+λ) EA,large,800,8,524,20980,True
onemax,(μ+λ) EA,large,800,9,306,12260,True
onemax,(μ+λ) EA,large,800,10,310,12420,True
onemax,(μ+λ) EA,large,800,11,309,12380,True
onemax,(μ+λ) EA,large,800,12,319,12780,True
onemax,(μ+λ) EA,large,800,13,334,13380,True
onemax,(μ+λ) EA,large,800,14,499,19980,True
onemax,(μ+λ) EA,large,800,15,364,14580,True
onemax,(μ+λ) EA,large,800,16,428,17140,True
onemax,(μ+λ) EA,large,800,17,319,12780,True
onemax,(μ+λ) EA,large,800,18,407,16300,True
onemax,(μ+λ) EA,large,800,19,346,13860,True
onemax,(μ+λ) EA,large,900,0,371,14860,True
onemax,(μ+λ) EA,large,900,1,350,14020,True
onemax,(μ+λ) EA,large,900,2,323,12940,True
onemax,(μ+λ) EA,large,900,3,426,17060,True
onemax,(μ+λ) EA,large,900,4,398,15940,True
onemax,(μ+λ) EA,large,900,5,361,14460,True
onemax,(μ+λ) EA,large,900,6,364,14580,True
onemax,(μ+λ) EA,large,900,7,471,18860,True
onemax,(μ+λ) EA,large,900,8,415,16620,True
onemax,(μ+λ) EA,large,900,9,502,20100,True
onemax,(μ+λ) EA,large,900,10,526,21060,True
onemax,(μ+λ) EA,large,900,11,490,19620,True
onemax,(μ+λ) EA,large,900,12,362,14500,True
onemax,(μ+λ) EA,large,900,13,380,15220,True
onemax,(μ+λ) EA,large,900,14,394,15780,True
onemax,(μ+λ) EA,large,900,15,437,17500,True
onemax,(μ+λ) EA,large,900,16,474,18980,True
onemax,(μ+λ) EA,large,900,17,325,13020,True
onemax,(μ+λ) EA,large,900,18,458,18340,True
onemax,(μ+λ) EA,large,900,19,348,13940,True
onemax,(μ+λ) EA,large,1000,0,593,23740,True
onemax,(μ+λ) EA,large,1000,1,553,22140,True
onemax,(μ+λ) EA,large,1000,2,472,18900,True
onemax,(μ+λ) EA,large,1000,3,559,22380,True
onemax,(μ+λ) EA,large,1000,4,388,15540,True
onemax,(μ+λ) EA,large,1000,5,582,23300,True
onemax,(μ+λ) EA,large,1000,6,513,20540,True
onemax,(μ+λ) EA,large,1000,7,493,19740,True
onemax,(μ+λ) EA,large,1000,8,407,16300,True
onemax,(μ+λ) EA,large,1000,9,480,19220,True
onemax,(μ+λ) EA,large,1000,10,497,19900,True
onemax,(μ+λ) EA,large,1000,11,666,26660,True
onemax,(μ+λ) EA,large,1000,12,642,25700,True
onemax,(μ+λ) EA,large,1000,13,597,23900,True
onemax,(μ+λ) EA,large,1000,14,582,23300,True
onemax,(μ+λ) EA,large,1000,15,561,22460,True
onemax,(μ+λ) EA,large,1000,16,540,21620,True
onemax,(μ+λ) EA,large,1000,17,380,15220,True
onemax,(μ+λ) EA,large,1000,18,456,18260,True
onemax,(μ+λ) EA,large,1000,19,477,19100,True
onemax,Simulated Annealing,large,100,0,1144,1145,True
onemax,Simulated Annealing,large,100,1,1118,1119,True
onemax,Simulated Annealing,large,100,2,756,757,True
onemax,Simulated Annealing,large,100,3,797,798,True
onemax,Simulated Annealing,large,100,4,1168,1169,True
onemax,Simulated Annealing,large,100,5,748,749,True
onemax,Simulated Annealing,large,100,6,1116,1117,True
onemax,Simulated Annealing,large,100,7,997,998,True
onemax,Simulated Annealing,large,100,8,924,925,True
onemax,Simulated Annealing,large,100,9,1030,1031,True
onemax,Simulated Annealing,large,100,10,740,741,True
onemax,Simulated Annealing,large,100,11,882,883,True
onemax,Simulated Annealing,large,100,12,881,882,True
onemax,Simulated Annealing,large,100,13,748,749,True
onemax,Simulated Annealing,large,100,14,906,907,True
onemax,Simulated Annealing,large,100,15,1033,1034,True
onemax,Simulated Annealing,large,100,16,1039,1040,True
onemax,Simulated Annealing,large,100,17,846,847,True
onemax,Simulated Annealing,large,100,18,918,919,True
onemax,Simulated Annealing,large,100,19,819,820,True
onemax,Simulated Annealing,large,200,0,1485,1486,True
onemax,Simulated Annealing,large,200,1,1807,1808,True
onemax,Simulated Annealing,large,200,2,1322,1323,True
onemax,Simulated Annealing,large,200,3,1465,1466,True
onemax,Simulated Annealing,large,200,4,1620,1621,True
onemax,Simulated Annealing,large,200,5,1386,1387,True
onemax,Simulated Annealing,large,200,6,1229,1230,True
onemax,Simulated Annealing,large,200,7,1318,1319,True
onemax,Simulated Annealing,large,200,8,1524,1525,True
onemax,Simulated Annealing,large,200,9,1394,1395,True
onemax,Simulated Annealing,large,200,10,1259,1260,True
onemax,Simulated Annealing,large,200,11,1531,1532,True
onemax,Simulated Annealing,large,200,12,1241,1242,True
onemax,Simulated Annealing,large,200,13,1342,1343,True
onemax,Simulated Annealing,large,200,14,1271,1272,True
onemax,Simulated Annealing,large,200,15,1274,1275,True
onemax,Simulated Annealing,large,200,16,1441,1442,True
onemax,Simulated Annealing,large,200,17,1504,1505,True
onemax,Simulated Annealing,large,200,18,1429,1430,True
onemax,Simulated Annealing,large,200,19,1445,1446,True
onemax,Simulated Annealing,large,300,0,1808,1809,True
onemax,Simulated Annealing,large,300,1,1851,1852,True
onemax,Simulated Annealing,large,300,2,1713,1714,True
onemax,Simulated Annealing,large,300,3,2065,2066,True
onemax,Simulated Annealing,large,300,4,3117,3118,True
onemax,Simulated Annealing,large,300,5,1952,1953,True
onemax,Simulated Annealing,large,300,6,2570,2571,True
onemax,Simulated Annealing,large,300,7,1682,1683,True
onemax,Simulated Annealing,large,300,8,1932,1933,True
onemax,Simulated Annealing,large,300,9,3174,3175,True
onemax,Simulated Annealing,large,300,10,1789,1790,True
onemax,Simulated Annealing,large,300,11,2091,2092,True
onemax,Simulated Annealing,large,300,12,2004,2005,True
onemax,Simulated Annealing,large,300,13,2395,2396,True
onemax,Simulated Annealing,large,300,14,1838,1839,True
onemax,Simulated Annealing,large,300,15,2117,2118,True
onemax,Simulated Annealing,large,300,16,1829,1830,True
onemax,Simulated Annealing,large,300,17,1633,1634,True
onemax,Simulated Annealing,large,300,18,1748,1749,True
onemax,Simulated Annealing,large,300,19,2626,2627,True
onemax,Simulated Annealing,large,400,0,2811,2812,True
onemax,Simulated Annealing,large,400,1,2709,2710,True
onemax,Simulated Annealing,large,400,2,3035,3036,True
onemax,Simulated Annealing,large,400,3,2311,2312,True
onemax,Simulated Annealing,large,400,4,2447,2448,True
onemax,Simulated Annealing,large,400,5,4029,4030,True
onemax,Simulated Annealing,large,400,6,2209,2210,True
onemax,Simulated Annealing,large,400,7,2288,2289,True
onemax,Simulated Annealing,large,400,8,1997,1998,True
onemax,Simulated Annealing,large,400,9,2210,2211,True
onemax,Simulated Annealing,large,400,10,2900,2901,True
onemax,Simulated Annealing,large,400,11,2161,2162,True
onemax,Simulated Annealing,large,400,12,2509,2510,True
onemax,Simulated Annealing,large,400,13,1879,1880,True
onemax,Simulated Annealing,large,400,14,3035,3036,True
onemax,Simulated Annealing,large,400,15,2546,2547,True
onemax,Simulated Annealing,large,400,16,2793,2794,True
onemax,Simulated Annealing,large,400,17,2594,2595,True
onemax,Simulated Annealing,large,400,18,2788,2789,True
onemax,Simulated Annealing,large,400,19,2316,2317,True
onemax,Simulated Annealing,large,500,0,3528,3529,True
onemax,Simulated Annealing,large,500,1,3422,3423,True
onemax,Simulated Annealing,large,500,2,3485,3486,True
onemax,Simulated Annealing,large,500,3,3683,3684,True
onemax,Simulated Annealing,large,500,4,3980,3981,True
onemax,Simulated Annealing,large,500,5,3212,3213,True
onemax,Simulated Annealing,large,500,6,3111,3112,True
onemax,Simulated Annealing,large,500,7,3500,3501,True
onemax,Simulated Annealing,large,500,8,3413,3414,True
onemax,Simulated Annealing,large,500,9,4058,4059,True
onemax,Simulated Annealing,large,500,10,3308,3309,True
onemax,Simulated Annealing,large,500,11,3748,3749,True
onemax,Simulated Annealing,large,500,12,2510,2511,True
onemax,Simulated Annealing,large,500,13,4305,4306,True
onemax,Simulated Annealing,large,500,14,2703,2704,True
onemax,Simulated Annealing,large,500,15,3012,3013,True
onemax,Simulated Annealing,large,500,16,3187,3188,True
onemax,Simulated Annealing,large,500,17,2781,2782,True
onemax,Simulated Annealing,large,500,18,3294,3295,True
onemax,Simulated Annealing,large,500,19,2872,2873,True
onemax,Simulated Annealing,large,600,0,3716,3717,True
onemax,Simulated Annealing,large,600,1,4216,4217,True
onemax,Simulated Annealing,large,600,2,5247,5248,True
onemax,Simulated Annealing,large,600,3,3823,3824,True
onemax,Simulated Annealing,large,600,4,5239,5240,True
onemax,Simulated Annealing,large,600,5,3708,3709,True
onemax,Simulated Annealing,large,600,6,3205,3206,True
onemax,Simulated Annealing,large,600,7,4023,4024,True
onemax,Simulated Annealing,large,600,8,4405,4406,True
onemax,Simulated Annealing,large,600,9,5132,5133,True
onemax,Simulated Annealing,large,600,10,4751,4752,True
onemax,Simulated Annealing,large,600,11,4832,4833,True
onemax,Simulated Annealing,large,600,12,4802,4803,True
onemax,Simulated Annealing,large,600,13,3792,3793,True
onemax,Simulated Annealing,large,600,14,4461,4462,True
onemax,Simulated Annealing,large,600,15,4160,4161,True
onemax,Simulated Annealing,large,600,16,5914,5915,True
onemax,Simulated Annealing,large,600,17,4346,4347,True
onemax,Simulated Annealing,large,600,18,4234,4235,True
onemax,Simulated Annealing,large,600,19,6150,6151,True
onemax,Simulated Annealing,large,700,0,5283,5284,True
onemax,Simulated Annealing,large,700,1,5482,5483,True
onemax,Simulated Annealing,large,700,2,4896,4897,True
onemax,Simulated Annealing,large,700,3,4420,4421,True
onemax,Simulated Annealing,large,700,4,3212,3213,True
onemax,Simulated Annealing,large,700,5,5812,5813,True
onemax,Simulated Annealing,large,700,6,3867,3868,True
onemax,Simulated Annealing,large,700,7,4691,4692,True
onemax,Simulated Annealing,large,700,8,5971,5972,True
onemax,Simulated Annealing,large,700,9,5791,5792,True
onemax,Simulated Annealing,large,700,10,3855,3856,True
onemax,Simulated Annealing,large,700,11,5110,5111,True
onemax,Simulated Annealing,large,700,12,3858,3859,True
onemax,Simulated Annealing,large,700,13,6383,6384,True
onemax,Simulated Annealing,large,700,14,4067,4068,True
onemax,Simulated Annealing,large,700,15,4406,4407,True
onemax,Simulated Annealing,large,700,16,3967,3968,True
onemax,Simulated Annealing,large,700,17,4658,4659,True
onemax,Simulated Annealing,large,700,18,4711,4712,True
onemax,Simulated Annealing,large,700,19,4657,4658,True
onemax,Simulated Annealing,large,800,0,6270,6271,True
onemax,Simulated Annealing,large,800,1,4568,4569,True
onemax,Simulated Annealing,large,800,2,4664,4665,True
onemax,Simulated Annealing,large,800,3,4897,4898,True
onemax,Simulated Annealing,large,800,4,7445,7446,True
onemax,Simulated Annealing,large,800,5,6919,6920,True
onemax,Simulated Annealing,large,800,6,4596,4597,True
onemax,Simulated Annealing,large,800,7,5394,5395,True
onemax,Simulated Annealing,large,800,8,6265,6266,True
onemax,Simulated Annealing,large,800,9,5170,5171,True
onemax,Simulated Annealing,large,800,10,7129,7130,True
onemax,Simulated Annealing,large,800,11,5128,5129,True
onemax,Simulated Annealing,large,800,12,4423,4424,True
onemax,Simulated Annealing,large,800,13,6680,6681,True
onemax,Simulated Annealing,large,800,14,5373,5374,True
onemax,Simulated Annealing,large,800,15,4568,4569,True
onemax,Simulated Annealing,large,800,16,5207,5208,True
onemax,Simulated Annealing,large,800,17,6022,6023,True
onemax,Simulated Annealing,large,800,18,6869,6870,True
onemax,Simulated Annealing,large,800,19,8620,8621,True
onemax,Simulated Annealing,large,900,0,6490,6491,True
onemax,Simulated Annealing,large,900,1,4557,4558,True
onemax,Simulated Annealing,large,900,2,7383,7384,True
onemax,Simulated Annealing,large,900,3,5998,5999,True
onemax,Simulated Annealing,large,900,4,4417,4418,True
onemax,Simulated Annealing,large,900,5,7403,7404,True
onemax,Simulated Annealing,large,900,6,5987,5988,True
onemax,Simulated Annealing,large,900,7,8279,8280,True
onemax,Simulated Annealing,large,900,8,6180,6181,True
onemax,Simulated Annealing,large,900,9,4682,4683,True
onemax,Simulated Annealing,large,900,10,7127,7128,True
onemax,Simulated Annealing,large,900,11,5576,5577,True
onemax,Simulated Annealing,large,900,12,6598,6599,True
onemax,Simulated Annealing,large,900,13,4919,4920,True
onemax,Simulated Annealing,large,900,14,5732,5733,True
onemax,Simulated Annealing,large,900,15,6930,6931,True
onemax,Simulated Annealing,large,900,16,5680,5681,True
onemax,Simulated Annealing,large,900,17,6052,6053,True
onemax,Simulated Annealing,large,900,18,5102,5103,True
onemax,Simulated Annealing,large,900,19,6125,6126,True
onemax,Simulated Annealing,large,1000,0,7280,7281,True
onemax,Simulated Annealing,large,1000,1,8067,8068,True
onemax,Simulated Annealing,large,1000,2,9303,9304,True
onemax,Simulated Annealing,large,1000,3,6167,6168,True
onemax,Simulated Annealing,large,1000,4,8707,8708,True
onemax,Simulated Annealing,large,1000,5,5595,5596,True
onemax,Simulated Annealing,large,1000,6,7081,7082,True
onemax,Simulated Annealing,large,1000,7,6299,6300,True
onemax,Simulated Annealing,large,1000,8,7239,7240,True
onemax,Simulated Annealing,large,1000,9,9008,9009,True
onemax,Simulated Annealing,large,1000,10,8559,8560,True
onemax,Simulated Annealing,large,1000,11,5410,5411,True
onemax,Simulated Annealing,large,1000,12,7160,7161,True
onemax,Simulated Annealing,large,1000,13,7985,7986,True
onemax,Simulated Annealing,large,1000,14,6001,6002,True
onemax,Simulated Annealing,large,1000,15,6711,6712,True
onemax,Simulated Annealing,large,1000,16,5987,5988,True
onemax,Simulated Annealing,large,1000,17,7390,7391,True
onemax,Simulated Annealing,large,1000,18,7278,7279,True
onemax,Simulated Annealing,large,1000,19,9141,9142,True
onemax,MMAS-ACO,large,100,0,709,710,True
onemax,MMAS-ACO,large,100,1,1003,1004,True
onemax,MMAS-ACO,large,100,2,788,789,True
onemax,MMAS-ACO,large,100,3,631,632,True
onemax,MMAS-ACO,large,100,4,719,720,True
onemax,MMAS-ACO,large,100,5,1574,1575,True
onemax,MMAS-ACO,large,100,6,785,786,True
onemax,MMAS-ACO,large,100,7,474,475,True
onemax,MMAS-ACO,large,100,8,760,761,True
onemax,MMAS-ACO,large,100,9,587,588,True
onemax,MMAS-ACO,large,100,10,893,894,True
onemax,MMAS-ACO,large,100,11,631,632,True
onemax,MMAS-ACO,large,100,12,1106,1107,True
onemax,MMAS-ACO,large,100,13,1040,1041,True
onemax,MMAS-ACO,large,100,14,540,541,True
onemax,MMAS-ACO,large,100,15,862,863,True
onemax,MMAS-ACO,large,100,16,601,602,True
onemax,MMAS-ACO,large,100,17,774,775,True
onemax,MMAS-ACO,large,100,18,686,687,True
onemax,MMAS-ACO,large,100,19,815,816,True
onemax,MMAS-ACO,large,200,0,1589,1590,True
onemax,MMAS-ACO,large,200,1,1502,1503,True
onemax,MMAS-ACO,large,200,2,1152,1153,True
onemax,MMAS-ACO,large,200,3,2161,2162,True
onemax,MMAS-ACO,large,200,4,1629,1630,True
onemax,MMAS-ACO,large,200,5,2203,2204,True
onemax,MMAS-ACO,large,200,6,1281,1282,True
onemax,MMAS-ACO,large,200,7,1928,1929,True
onemax,MMAS-ACO,large,200,8,1747,1748,True
onemax,MMAS-ACO,large,200,9,1687,1688,True
onemax,MMAS-ACO,large,200,10,2102,2103,True
onemax,MMAS-ACO,large,200,11,1486,1487,True
onemax,MMAS-ACO,large,200,12,1549,1550,True
onemax,MMAS-ACO,large,200,13,2139,2140,True
onemax,MMAS-ACO,large,200,14,1596,1597,True
onemax,MMAS-ACO,large,200,15,1317,1318,True
onemax,MMAS-ACO,large,200,16,2047,2048,True
onemax,MMAS-ACO,large,200,17,1480,1481,True
onemax,MMAS-ACO,large,200,18,1502,1503,True
onemax,MMAS-ACO,large,200,19,1103,1104,True
onemax,MMAS-ACO,large,300,0,2350,2351,True
onemax,MMAS-ACO,large,300,1,3429,3430,True
onemax,MMAS-ACO,large,300,2,2675,2676,True
onemax,MMAS-ACO,large,300,3,2760,2761,True
onemax,MMAS-ACO,large,300,4,4088,4089,True
onemax,MMAS-ACO,large,300,5,2203,2204,True
