problem,algorithm,size_set,size,seed,iterations,fitness_evaluations,reached_optimum
leadingones,(1+1) EA,small,30,10,418,419,True
leadingones,(1+1) EA,small,30,11,727,728,True
leadingones,(1+1) EA,small,30,12,777,778,True
leadingones,(1+1) EA,small,30,13,676,677,True
leadingones,(1+1) EA,small,30,14,617,618,True
leadingones,(1+1) EA,small,30,15,987,988,True
leadingones,(1+1) EA,small,30,16,694,695,True
leadingones,(1+1) EA,small,30,17,399,400,True
leadingones,(1+1) EA,small,30,18,985,986,True
leadingones,(1+1) EA,small,30,19,956,957,True
leadingones,(1+1) EA,small,40,0,1766,1767,True
leadingones,(1+1) EA,small,40,1,2486,2487,True
leadingones,(1+1) EA,small,40,2,1388,1389,True
leadingones,(1+1) EA,small,40,3,938,939,True
leadingones,(1+1) EA,small,40,4,1252,1253,True
leadingones,(1+1) EA,small,40,5,1607,1608,True
leadingones,(1+1) EA,small,40,6,1824,1825,True
leadingones,(1+1) EA,small,40,7,1611,1612,True
leadingones,(1+1) EA,small,40,8,1002,1003,True
leadingones,(1+1) EA,small,40,9,1152,1153,True
leadingones,(1+1) EA,small,40,10,1423,1424,True
leadingones,(1+1) EA,small,40,11,2568,2569,True
leadingones,(1+1) EA,small,40,12,1551,1552,True
leadingones,(1+1) EA,small,40,13,1361,1362,True
leadingones,(1+1) EA,small,40,14,1293,1294,True
leadingones,(1+1) EA,small,40,15,2087,2088,True
leadingones,(1+1) EA,small,40,16,1104,1105,True
leadingones,(1+1) EA,small,40,17,1292,1293,True
leadingones,(1+1) EA,small,40,18,1380,1381,True
leadingones,(1+1) EA,small,40,19,1811,1812,True
leadingones,(1+1) EA,small,50,0,1834,1835,True
leadingones,(1+1) EA,small,50,1,1826,1827,True
leadingones,(1+1) EA,small,50,2,1614,1615,True
leadingones,(1+1) EA,small,50,3,2068,2069,True
leadingones,(1+1) EA,small,50,4,944,945,True
leadingones,(1+1) EA,small,50,5,1227,1228,True
leadingones,(1+1) EA,small,50,6,1844,1845,True
leadingones,(1+1) EA,small,50,7,1588,1589,True
leadingones,(1+1) EA,small,50,8,2990,2991,True
leadingones,(1+1) EA,small,50,9,1654,1655,True
leadingones,(1+1) EA,small,50,10,2108,2109,True
leadingones,(1+1) EA,small,50,11,2191,2192,True
leadingones,(1+1) EA,small,50,12,2131,2132,True
leadingones,(1+1) EA,small,50,13,1520,1521,True
leadingones,(1+1) EA,small,50,14,1760,1761,True
leadingones,(1+1) EA,small,50,15,1802,1803,True
leadingones,(1+1) EA,small,50,16,1454,1455,True
leadingones,(1+1) EA,small,50,17,1580,1581,True
leadingones,(1+1) EA,small,50,18,2911,2912,True
leadingones,(1+1) EA,small,50,19,1882,1883,True
leadingones,(1+1) EA,small,60,0,2505,2506,True
leadingones,(1+1) EA,small,60,1,3305,3306,True
leadingones,(1+1) EA,small,60,2,2578,2579,True
leadingones,(1+1) EA,small,60,3,2761,2762,True
leadingones,(1+1) EA,small,60,4,2744,2745,True
leadingones,(1+1) EA,small,60,5,3980,3981,True
leadingones,(1+1) EA,small,60,6,1640,1641,True
leadingones,(1+1) EA,small,60,7,2497,2498,True
leadingones,(1+1) EA,small,60,8,3916,3917,True
leadingones,(1+1) EA,small,60,9,2232,2233,True
leadingones,(1+1) EA,small,60,10,1794,1795,True
leadingones,(1+1) EA,small,60,11,3420,3421,True
leadingones,(1+1) EA,small,60,12,2113,2114,True
leadingones,(1+1) EA,small,60,13,3444,3445,True
leadingones,(1+1) EA,small,60,14,4094,4095,True
leadingones,(1+1) EA,small,60,15,3506,3507,True
leadingones,(1+1) EA,small,60,16,3830,3831,True
leadingones,(1+1) EA,small,60,17,2265,2266,True
leadingones,(1+1) EA,small,60,18,3870,3871,True
leadingones,(1+1) EA,small,60,19,4279,4280,True
leadingones,(1+1) EA,small,70,0,5053,5054,True
leadingones,(1+1) EA,small,70,1,4814,4815,True
leadingones,(1+1) EA,small,70,2,4117,4118,True
leadingones,(1+1) EA,small,70,3,3247,3248,True
leadingones,(1+1) EA,small,70,4,5182,5183,True
leadingones,(1+1) EA,small,70,5,3869,3870,True
leadingones,(1+1) EA,small,70,6,5051,5052,True
leadingones,(1+1) EA,small,70,7,3518,3519,True
leadingones,(1+1) EA,small,70,8,3685,3686,True
leadingones,(1+1) EA,small,70,9,4048,4049,True
leadingones,(1+1) EA,small,70,10,3578,3579,True
leadingones,(1+1) EA,small,70,11,4107,4108,True
leadingones,(1+1) EA,small,70,12,4803,4804,True
leadingones,(1+1) EA,small,70,13,4670,4671,True
leadingones,(1+1) EA,small,70,14,3904,3905,True
leadingones,(1+1) EA,small,70,15,4858,4859,True
leadingones,(1+1) EA,small,70,16,3161,3162,True
leadingones,(1+1) EA,small,70,17,4540,4541,True
leadingones,(1+1) EA,small,70,18,4844,4845,True
leadingones,(1+1) EA,small,70,19,3751,3752,True
leadingones,(1+1) EA,small,80,0,4369,4370,True
leadingones,(1+1) EA,small,80,1,4201,4202,True
leadingones,(1+1) EA,small,80,2,4999,5000,True
leadingones,(1+1) EA,small,80,3,5683,5684,True
leadingones,(1+1) EA,small,80,4,5273,5274,True
leadingones,(1+1) EA,small,80,5,6162,6163,True
leadingones,(1+1) EA,small,80,6,5954,5955,True
leadingones,(1+1) EA,small,80,7,4973,4974,True
leadingones,(1+1) EA,small,80,8,3872,3873,True
leadingones,(1+1) EA,small,80,9,4857,4858,True
leadingones,(1+1) EA,small,80,10,7172,7173,True
leadingones,(1+1) EA,small,80,11,5471,5472,True
leadingones,(1+1) EA,small,80,12,4525,4526,True
leadingones,(1+1) EA,small,80,13,5744,5745,True
leadingones,(1+1) EA,small,80,14,4879,4880,True
leadingones,(1+1) EA,small,80,15,6164,6165,True
leadingones,(1+1) EA,small,80,16,4174,4175,True
leadingones,(1+1) EA,small,80,17,4616,4617,True
leadingones,(1+1) EA,small,80,18,6696,6697,True
leadingones,(1+1) EA,small,80,19,5213,5214,True
leadingones,(1+1) EA,small,90,0,7389,7390,True
leadingones,(1+1) EA,small,90,1,5617,5618,True
leadingones,(1+1) EA,small,90,2,7451,7452,True
leadingones,(1+1) EA,small,90,3,4998,4999,True
leadingones,(1+1) EA,small,90,4,9356,9357,True
leadingones,(1+1) EA,small,90,5,5644,5645,True
leadingones,(1+1) EA,small,90,6,8557,8558,True
leadingones,(1+1) EA,small,90,7,7401,7402,True
leadingones,(1+1) EA,small,90,8,6154,6155,True
leadingones,(1+1) EA,small,90,9,5740,5741,True
leadingones,(1+1) EA,small,90,10,7137,7138,True
leadingones,(1+1) EA,small,90,11,6576,6577,True
leadingones,(1+1) EA,small,90,12,8903,8904,True
leadingones,(1+1) EA,small,90,13,7772,7773,True
leadingones,(1+1) EA,small,90,14,7997,7998,True
leadingones,(1+1) EA,small,90,15,7417,7418,True
leadingones,(1+1) EA,small,90,16,6433,6434,True
leadingones,(1+1) EA,small,90,17,5119,5120,True
leadingones,(1+1) EA,small,90,18,4867,4868,True
leadingones,(1+1) EA,small,90,19,5798,5799,True
leadingones,(1+1) EA,small,100,0,8053,8054,True
leadingones,(1+1) EA,small,100,1,9995,9996,True
leadingones,(1+1) EA,small,100,2,9882,9883,True
leadingones,(1+1) EA,small,100,3,11629,11630,True
leadingones,(1+1) EA,small,100,4,7529,7530,True
leadingones,(1+1) EA,small,100,5,9497,9498,True
leadingones,(1+1) EA,small,100,6,10554,10555,True
leadingones,(1+1) EA,small,100,7,10027,10028,True
leadingones,(1+1) EA,small,100,8,9350,9351,True
leadingones,(1+1) EA,small,100,9,8985,8986,True
leadingones,(1+1) EA,small,100,10,8412,8413,True
leadingones,(1+1) EA,small,100,11,6375,6376,True
leadingones,(1+1) EA,small,100,12,8129,8130,True
leadingones,(1+1) EA,small,100,13,6966,6967,True
leadingones,(1+1) EA,small,100,14,7005,7006,True
leadingones,(1+1) EA,small,100,15,6095,6096,True
leadingones,(1+1) EA,small,100,16,7914,7915,True
leadingones,(1+1) EA,small,100,17,6325,6326,True
leadingones,(1+1) EA,small,100,18,7165,7166,True
leadingones,(1+1) EA,small,100,19,12324,12325,True
leadingones,(μ+λ) EA,small,10,0,3,140,True
leadingones,(μ+λ) EA,small,10,1,4,180,True
leadingones,(μ+λ) EA,small,10,2,1,60,True
leadingones,(μ+λ) EA,small,10,3,4,180,True
leadingones,(μ+λ) EA,small,10,4,2,100,True
leadingones,(μ+λ) EA,small,10,5,3,140,True
leadingones,(μ+λ) EA,small,10,6,2,100,True
leadingones,(μ+λ) EA,small,10,7,5,220,True
leadingones,(μ+λ) EA,small,10,8,3,140,True
leadingones,(μ+λ) EA,small,10,9,2,100,True
leadingones,(μ+λ) EA,small,10,10,0,20,True
leadingones,(μ+λ) EA,small,10,11,6,260,True
leadingones,(μ+λ) EA,small,10,12,4,180,True
leadingones,(μ+λ) EA,small,10,13,12,500,True
leadingones,(μ+λ) EA,small,10,14,3,140,True
leadingones,(μ+λ) EA,small,10,15,3,140,True
leadingones,(μ+λ) EA,small,10,16,3,140,True
leadingones,(μ+λ) EA,small,10,17,7,300,True
leadingones,(μ+λ) EA,small,10,18,6,260,True
leadingones,(μ+λ) EA,small,10,19,4,180,True
leadingones,(μ+λ) EA,small,20,0,15,620,True
leadingones,(μ+λ) EA,small,20,1,10,420,True
leadingones,(μ+λ) EA,small,20,2,10,420,True
leadingones,(μ+λ) EA,small,20,3,12,500,True
leadingones,(μ+λ) EA,small,20,4,16,660,True
leadingones,(μ+λ) EA,small,20,5,12,500,True
leadingones,(μ+λ) EA,small,20,6,7,300,True
leadingones,(μ+λ) EA,small,20,7,14,580,True
leadingones,(μ+λ) EA,small,20,8,11,460,True
leadingones,(μ+λ) EA,small,20,9,13,540,True
leadingones,(μ+λ) EA,small,20,10,17,700,True
leadingones,(μ+λ) EA,small,20,11,25,1020,True
leadingones,(μ+λ) EA,small,20,12,9,380,True
leadingones,(μ+λ) EA,small,20,13,10,420,True
leadingones,(μ+λ) EA,small,20,14,12,500,True
leadingones,(μ+λ) EA,small,20,15,10,420,True
leadingones,(μ+λ) EA,small,20,16,20,820,True
leadingones,(μ+λ) EA,small,20,17,15,620,True
leadingones,(μ+λ) EA,small,20,18,9,380,True
leadingones,(μ+λ) EA,small,20,19,14,580,True
leadingones,(μ+λ) EA,small,30,0,31,1260,True
leadingones,(μ+λ) EA,small,30,1,20,820,True
leadingones,(μ+λ) EA,small,30,2,25,1020,True
leadingones,(μ+λ) EA,small,30,3,18,740,True
leadingones,(μ+λ) EA,small,30,4,32,1300,True
leadingones,(μ+λ) EA,small,30,5,32,1300,True
leadingones,(μ+λ) EA,small,30,6,40,1620,True
leadingones,(μ+λ) EA,small,30,7,35,1420,True
leadingones,(μ+λ) EA,small,30,8,23,940,True
leadingones,(μ+λ) EA,small,30,9,31,1260,True
leadingones,(μ+λ) EA,small,30,10,35,1420,True
leadingones,(μ+λ) EA,small,30,11,28,1140,True
leadingones,(μ+λ) EA,small,30,12,31,1260,True
leadingones,(μ+λ) EA,small,30,13,28,1140,True
leadingones,(μ+λ) EA,small,30,14,23,940,True
leadingones,(μ+λ) EA,small,30,15,13,540,True
leadingones,(μ+λ) EA,small,30,16,18,740,True
leadingones,(μ+λ) EA,small,30,17,30,1220,True
leadingones,(μ+λ) EA,small,30,18,14,580,True
leadingones,(μ+λ) EA,small,30,19,38,1540,True
leadingones,(μ+λ) EA,small,40,0,60,2420,True
leadingones,(μ+λ) EA,small,40,1,56,2260,True
leadingones,(μ+λ) EA,small,40,2,35,1420,True
leadingones,(μ+λ) EA,small,40,3,53,2140,True
leadingones,(μ+λ) EA,small,40,4,27,1100,True
leadingones,(μ+λ) EA,small,40,5,43,1740,True
leadingones,(μ+λ) EA,small,40,6,41,1660,True
leadingones,(μ+λ) EA,small,40,7,61,2460,True
leadingones,(μ+λ) EA,small,40,8,23,940,True
leadingones,(μ+λ) EA,small,40,9,34,1380,True
leadingones,(μ+λ) EA,small,40,10,47,1900,True
leadingones,(μ+λ) EA,small,40,11,37,1500,True
leadingones,(μ+λ) EA,small,40,12,27,1100,True
leadingones,(μ+λ) EA,small,40,13,60,2420,True
leadingones,(μ+λ) EA,small,40,14,38,1540,True
leadingones,(μ+λ) EA,small,40,15,47,1900,True
leadingones,(μ+λ) EA,small,40,16,44,1780,True
leadingones,(μ+λ) EA,small,40,17,55,2220,True
leadingones,(μ+λ) EA,small,40,18,52,2100,True
leadingones,(μ+λ) EA,small,40,19,45,1820,True
leadingones,(μ+λ) EA,small,50,0,63,2540,True
leadingones,(μ+λ) EA,small,50,1,65,2620,True
leadingones,(μ+λ) EA,small,50,2,65,2620,True
leadingones,(μ+λ) EA,small,50,3,64,2580,True
leadingones,(μ+λ) EA,small,50,4,57,2300,True
leadingones,(μ+λ) EA,small,50,5,44,1780,True
leadingones,(μ+λ) EA,small,50,6,73,2940,True
leadingones,(μ+λ) EA,small,50,7,100,4020,True
leadingones,(μ+λ) EA,small,50,8,85,3420,True
leadingones,(μ+λ) EA,small,50,9,52,2100,True
leadingones,(μ+λ) EA,small,50,10,64,2580,True
leadingones,(μ+λ) EA,small,50,11,107,4300,True
leadingones,(μ+λ) EA,small,50,12,63,2540,True
leadingones,(μ+λ) EA,small,50,13,55,2220,True
leadingones,(μ+λ) EA,small,50,14,87,3500,True
leadingones,(μ+λ) EA,small,50,15,50,2020,True
leadingones,(μ+λ) EA,small,50,16,74,2980,True
leadingones,(μ+λ) EA,small,50,17,69,2780,True
leadingones,(μ+λ) EA,small,50,18,66,2660,True
leadingones,(μ+λ) EA,small,50,19,74,2980,True
leadingones,(μ+λ) EA,small,60,0,117,4700,True
leadingones,(μ+λ) EA,small,60,1,110,4420,True
leadingones,(μ+λ) EA,small,60,2,87,3500,True
leadingones,(μ+λ) EA,small,60,3,106,4260,True
leadingones,(μ+λ) EA,small,60,4,110,4420,True
leadingones,(μ+λ) EA,small,60,5,105,4220,True
leadingones,(μ+λ) EA,small,60,6,90,3620,True
leadingones,(μ+λ) EA,small,60,7,88,3540,True
leadingones,(μ+λ) EA,small,60,8,91,3660,True
leadingones,(μ+λ) EA,small,60,9,107,4300,True
leadingones,(μ+λ) EA,small,60,10,119,4780,True
leadingones,(μ+λ) EA,small,60,11,91,3660,True
leadingones,(μ+λ) EA,small,60,12,103,4140,True
leadingones,(μ+λ) EA,small,60,13,95,3820,True
leadingones,(μ+λ) EA,small,60,14,85,3420,True
leadingones,(μ+λ) EA,small,60,15,112,4500,True
leadingones,(μ+λ) EA,small,60,16,108,4340,True
leadingones,(μ+λ) EA,small,60,17,107,4300,True
leadingones,(μ+λ) EA,small,60,18,86,3460,True
leadingones,(μ+λ) EA,small,60,19,64,2580,True
leadingones,(μ+λ) EA,small,70,0,162,6500,True
leadingones,(μ+λ) EA,small,70,1,107,4300,True
leadingones,(μ+λ) EA,small,70,2,100,4020,True
leadingones,(μ+λ) EA,small,70,3,145,5820,True
leadingones,(μ+λ) EA,small,70,4,115,4620,True
leadingones,(μ+λ) EA,small,70,5,129,5180,True
leadingones,(μ+λ) EA,small,70,6,152,6100,True
leadingones,(μ+λ) EA,small,70,7,135,5420,True
leadingones,(μ+λ) EA,small,70,8,147,5900,True
leadingones,(μ+λ) EA,small,70,9,136,5460,True
leadingones,(μ+λ) EA,small,70,10,149,5980,True
leadingones,(μ+λ) EA,small,70,11,119,4780,True
leadingones,(μ+λ) EA,small,70,12,121,4860,True
leadingones,(μ+λ) EA,small,70,13,142,5700,True
leadingones,(μ+λ) EA,small,70,14,130,5220,True
leadingones,(μ+λ) EA,small,70,15,138,5540,True
leadingones,(μ+λ) EA,small,70,16,139,5580,True
leadingones,(μ+λ) EA,small,70,17,159,6380,True
leadingones,(μ+λ) EA,small,70,18,106,4260,True
leadingones,(μ+λ) EA,small,70,19,123,4940,True
leadingones,(μ+λ) EA,small,80,0,156,6260,True
leadingones,(μ+λ) EA,small,80,1,214,8580,True
leadingones,(μ+λ) EA,small,80,2,156,6260,True
leadingones,(μ+λ) EA,small,80,3,107,4300,True
leadingones,(μ+λ) EA,small,80,4,164,6580,True
leadingones,(μ+λ) EA,small,80,5,232,9300,True
leadingones,(μ+λ) EA,small,80,6,167,6700,True
leadingones,(μ+λ) EA,small,80,7,156,6260,True
leadingones,(μ+λ) EA,small,80,8,133,5340,True
leadingones,(μ+λ) EA,small,80,9,185,7420,True
leadingones,(μ+λ) EA,small,80,10,205,8220,True
leadingones,(μ+λ) EA,small,80,11,135,5420,True
leadingones,(μ+λ) EA,small,80,12,141,5660,True
leadingones,(μ+λ) EA,small,80,13,208,8340,True
leadingones,(μ+λ) EA,small,80,14,162,6500,True
leadingones,(μ+λ) EA,small,80,15,142,5700,True
leadingones,(μ+λ) EA,small,80,16,140,5620,True
leadingones,(μ+λ) EA,small,80,17,187,7500,True
leadingones,(μ+λ) EA,small,80,18,153,6140,True
leadingones,(μ+λ) EA,small,80,19,147,5900,True
leadingones,(μ+λ) EA,small,90,0,171,6860,True
leadingones,(μ+λ) EA,small,90,1,154,6180,True
leadingones,(μ+λ) EA,small,90,2,227,9100,True
leadingones,(μ+λ) EA,small,90,3,239,9580,True
leadingones,(μ+λ) EA,small,90,4,192,7700,True
leadingones,(μ+λ) EA,small,90,5,207,8300,True
leadingones,(μ+λ) EA,small,90,6,211,8460,True
leadingones,(μ+λ) EA,small,90,7,172,6900,True
leadingones,(μ+λ) EA,small,90,8,199,7980,True
leadingones,(μ+λ) EA,small,90,9,241,9660,True
leadingones,(μ+λ) EA,small,90,10,204,8180,True
leadingones,(μ+λ) EA,small,90,11,153,6140,True
leadingones,(μ+λ) EA,small,90,12,281,11260,True
leadingones,(μ+λ) EA,small,90,13,203,8140,True
leadingones,(μ+λ) EA,small,90,14,193,7740,True
leadingones,(μ+λ) EA,small,90,15,162,6500,True
leadingones,(μ+λ) EA,small,90,16,185,7420,True
leadingones,(μ+λ) EA,small,90,17,305,12220,True
leadingones,(μ+λ) EA,small,90,18,215,8620,True
leadingones,(μ+λ) EA,small,90,19,205,8220,True
leadingones,(μ+λ) EA,small,100,0,245,9820,True
leadingones,(μ+λ) EA,small,100,1,265,10620,True
leadingones,(μ+λ) EA,small,100,2,202,8100,True
leadingones,(μ+λ) EA,small,100,3,241,9660,True
leadingones,(μ+λ) EA,small,100,4,306,12260,True
leadingones,(μ+λ) EA,small,100,5,257,10300,True
leadingones,(μ+λ) EA,small,100,6,233,9340,True
leadingones,(μ+λ) EA,small,100,7,201,8060,True
leadingones,(μ+λ) EA,small,100,8,249,9980,True
leadingones,(μ+λ) EA,small,100,9,226,9060,True
leadingones,(μ+λ) EA,small,100,10,226,9060,True
leadingones,(μ+λ) EA,small,100,11,192,7700,True
leadingones,(μ+λ) EA,small,100,12,261,10460,True
leadingones,(μ+λ) EA,small,100,13,229,9180,True
leadingones,(μ+λ) EA,small,100,14,351,14060,True
leadingones,(μ+λ) EA,small,100,15,252,10100,True
leadingones,(μ+λ) EA,small,100,16,226,9060,True
leadingones,(μ+λ) EA,small,100,17,258,10340,True
leadingones,(μ+λ) EA,small,100,18,237,9500,True
leadingones,(μ+λ) EA,small,100,19,229,9180,True
leadingones,Simulated Annealing,small,10,0,349,350,True
leadingones,Simulated Annealing,small,10,1,492,493,True
leadingones,Simulated Annealing,small,10,2,474,475,True
leadingones,Simulated Annealing,small,10,3,369,370,True
leadingones,Simulated Annealing,small,10,4,100,101,True
leadingones,Simulated Annealing,small,10,5,457,458,True
leadingones,Simulated Annealing,small,10,6,458,459,True
leadingones,Simulated Annealing,small,10,7,50,51,True
leadingones,Simulated Annealing,small,10,8,159,160,True
leadingones,Simulated Annealing,small,10,9,403,404,True
leadingones,Simulated Annealing,small,10,10,449,450,True
leadingones,Simulated Annealing,small,10,11,347,348,True
leadingones,Simulated Annealing,small,10,12,148,149,True
leadingones,Simulated Annealing,small,10,13,472,473,True
leadingones,Simulated Annealing,small,10,14,522,523,True
leadingones,Simulated Annealing,small,10,15,149,150,True
leadingones,Simulated Annealing,small,10,16,36,37,True
leadingones,Simulated Annealing,small,10,17,357,358,True
leadingones,Simulated Annealing,small,10,18,355,356,True
leadingones,Simulated Annealing,small,10,19,355,356,True
leadingones,Simulated Annealing,small,20,0,645,646,True
leadingones,Simulated Annealing,small,20,1,640,641,True
leadingones,Simulated Annealing,small,20,2,429,430,True
leadingones,Simulated Annealing,small,20,3,565,566,True
leadingones,Simulated Annealing,small,20,4,567,568,True
leadingones,Simulated Annealing,small,20,5,640,641,True
leadingones,Simulated Annealing,small,20,6,625,626,True
leadingones,Simulated Annealing,small,20,7,656,657,True
leadingones,Simulated Annealing,small,20,8,663,664,True
leadingones,Simulated Annealing,small,20,9,639,640,True
leadingones,Simulated Annealing,small,20,10,554,555,True
leadingones,Simulated Annealing,small,20,11,623,624,True
leadingones,Simulated Annealing,small,20,12,434,435,True
leadingones,Simulated Annealing,small,20,13,760,761,True
leadingones,Simulated Annealing,small,20,14,648,649,True
leadingones,Simulated Annealing,small,20,15,743,744,True
leadingones,Simulated Annealing,small,20,16,582,583,True
leadingones,Simulated Annealing,small,20,17,687,688,True
leadingones,Simulated Annealing,small,20,18,601,602,True
leadingones,Simulated Annealing,small,20,19,429,430,True
leadingones,Simulated Annealing,small,30,0,847,848,True
leadingones,Simulated Annealing,small,30,1,826,827,True
leadingones,Simulated Annealing,small,30,2,956,957,True
leadingones,Simulated Annealing,small,30,3,1575,1576,True
leadingones,Simulated Annealing,small,30,4,1046,1047,True
leadingones,Simulated Annealing,small,30,5,997,998,True
leadingones,Simulated Annealing,small,30,6,892,893,True
leadingones,Simulated Annealing,small,30,7,732,733,True
leadingones,Simulated Annealing,small,30,8,826,827,True
leadingones,Simulated Annealing,small,30,9,856,857,True
leadingones,Simulated Annealing,small,30,10,729,730,True
leadingones,Simulated Annealing,small,30,11,1069,1070,True
leadingones,Simulated Annealing,small,30,12,782,783,True
leadingones,Simulated Annealing,small,30,13,809,810,True
leadingones,Simulated Annealing,small,30,14,969,970,True
leadingones,Simulated Annealing,small,30,15,960,961,True
leadingones,Simulated Annealing,small,30,16,830,831,True
leadingones,Simulated Annealing,small,30,17,1013,1014,True
leadingones,Simulated Annealing,small,30,18,753,754,True
leadingones,Simulated Annealing,small,30,19,822,823,True
leadingones,Simulated Annealing,small,40,0,1321,1322,True
leadingones,Simulated Annealing,small,40,1,1433,1434,True
leadingones,Simulated Annealing,small,40,2,827,828,True
leadingones,Simulated Annealing,small,40,3,1328,1329,True
leadingones,Simulated Annealing,small,40,4,878,879,True
leadingones,Simulated Annealing,small,40,5,986,987,True
leadingones,Simulated Annealing,small,40,6,1208,1209,True
leadingones,Simulated Annealing,small,40,7,1388,1389,True
leadingones,Simulated Annealing,small,40,8,1199,1200,True
leadingones,Simulated Annealing,small,40,9,1341,1342,True
leadingones,Simulated Annealing,small,40,10,1181,1182,True
leadingones,Simulated Annealing,small,40,11,1028,1029,True
leadingones,Simulated Annealing,small,40,12,895,896,True
leadingones,Simulated Annealing,small,40,13,1317,1318,True
leadingones,Simulated Annealing,small,40,14,1164,1165,True
leadingones,Simulated Annealing,small,40,15,1298,1299,True
leadingones,Simulated Annealing,small,40,16,1111,1112,True
leadingones,Simulated Annealing,small,40,17,967,968,True
leadingones,Simulated Annealing,small,40,18,1446,1447,True
leadingones,Simulated Annealing,small,40,19,1334,1335,True
leadingones,Simulated Annealing,small,50,0,1852,1853,True
leadingones,Simulated Annealing,small,50,1,1621,1622,True
leadingones,Simulated Annealing,small,50,2,1686,1687,True
leadingones,Simulated Annealing,small,50,3,1554,1555,True
leadingones,Simulated Annealing,small,50,4,1689,1690,True
leadingones,Simulated Annealing,small,50,5,1855,1856,True
leadingones,Simulated Annealing,small,50,6,1582,1583,True
leadingones,Simulated Annealing,small,50,7,2037,2038,True
leadingones,Simulated Annealing,small,50,8,1735,1736,True
leadingones,Simulated Annealing,small,50,9,1760,1761,True
leadingones,Simulated Annealing,small,50,10,1538,1539,True
leadingones,Simulated Annealing,small,50,11,1945,1946,True
leadingones,Simulated Annealing,small,50,12,1644,1645,True
leadingones,Simulated Annealing,small,50,13,1297,1298,True
leadingones,Simulated Annealing,small,50,14,1406,1407,True
leadingones,Simulated Annealing,small,50,15,1889,1890,True
leadingones,Simulated Annealing,small,50,16,2091,2092,True
leadingones,Simulated Annealing,small,50,17,1434,1435,True
leadingones,Simulated Annealing,small,50,18,1490,1491,True
leadingones,Simulated Annealing,small,50,19,1745,1746,True
leadingones,Simulated Annealing,small,60,0,2095,2096,True
leadingones,Simulated Annealing,small,60,1,2139,2140,True
leadingones,Simulated Annealing,small,60,2,1686,1687,True
leadingones,Simulated Annealing,small,60,3,2257,2258,True
leadingones,Simulated Annealing,small,60,4,1815,1816,True
leadingones,Simulated Annealing,small,60,5,2195,2196,True
leadingones,Simulated Annealing,small,60,6,2344,2345,True
leadingones,Simulated Annealing,small,60,7,2517,2518,True
leadingones,Simulated Annealing,small,60,8,2135,2136,True
leadingones,Simulated Annealing,small,60,9,1597,1598,True
leadingones,Simulated Annealing,small,60,10,2306,2307,True
leadingones,Simulated Annealing,small,60,11,2875,2876,True
leadingones,Simulated Annealing,small,60,12,2150,2151,True
leadingones,Simulated Annealing,small,60,13,1648,1649,True
leadingones,Simulated Annealing,small,60,14,1576,1577,True
leadingones,Simulated Annealing,small,60,15,2493,2494,True
leadingones,Simulated Annealing,small,60,16,2581,2582,True
leadingones,Simulated Annealing,small,60,17,2029,2030,True
leadingones,Simulated Annealing,small,60,18,2150,2151,True
leadingones,Simulated Annealing,small,60,19,1770,1771,True
leadingones,Simulated Annealing,small,70,0,3544,3545,True
leadingones,Simulated Annealing,small,70,1,2542,2543,True
leadingones,Simulated Annealing,small,70,2,3573,3574,True
leadingones,Simulated Annealing,small,70,3,2839,2840,True
leadingones,Simulated Annealing,small,70,4,2246,2247,True
leadingones,Simulated Annealing,small,70,5,2919,2920,True
leadingones,Simulated Annealing,small,70,6,2616,2617,True
leadingones,Simulated Annealing,small,70,7,2291,2292,True
leadingones,Simulated Annealing,small,70,8,4163,4164,True
leadingones,Simulated Annealing,small,70,9,2433,2434,True
leadingones,Simulated Annealing,small,70,10,3145,3146,True
leadingones,Simulated Annealing,small,70,11,3329,3330,True
leadingones,Simulated Annealing,small,70,12,2272,2273,True
leadingones,Simulated Annealing,small,70,13,3002,3003,True
leadingones,Simulated Annealing,small,70,14,3054,3055,True
leadingones,Simulated Annealing,small,70,15,2553,2554,True
leadingones,Simulated Annealing,small,70,16,3324,3325,True
leadingones,Simulated Annealing,small,70,17,2838,2839,True
leadingones,Simulated Annealing,small,70,18,2253,2254,True
leadingones,Simulated Annealing,small,70,19,3105,3106,True
leadingones,Simulated Annealing,small,80,0,3206,3207,True
leadingones,Simulated Annealing,small,80,1,3559,3560,True
leadingones,Simulated Annealing,small,80,2,4282,4283,True
leadingones,Simulated Annealing,small,80,3,3240,3241,True
leadingones,Simulated Annealing,small,80,4,3624,3625,True
leadingones,Simulated Annealing,small,80,5,4203,4204,True
leadingones,Simulated Annealing,small,80,6,3874,3875,True
leadingones,Simulated Annealing,small,80,7,3090,3091,True
leadingones,Simulated Annealing,small,80,8,3274,3275,True
leadingones,Simulated Annealing,small,80,9,2871,2872,True
leadingones,Simulated Annealing,small,80,10,3711,3712,True
leadingones,Simulated Annealing,small,80,11,4110,4111,True
leadingones,Simulated Annealing,small,80,12,4036,4037,True
leadingones,Simulated Annealing,small,80,13,3575,3576,True
leadingones,Simulated Annealing,small,80,14,3251,3252,True
leadingones,Simulated Annealing,small,80,15,3274,3275,True
leadingones,Simulated Annealing,small,80,16,4291,4292,True
leadingones,Simulated Annealing,small,80,17,3374,3375,True
leadingones,Simulated Annealing,small,80,18,2706,2707,True
leadingones,Simulated Annealing,small,80,19,3475,3476,True
