problem,crossover,generation,fitness_evaluations,mean_fitness,std_fitness,min_fitness,max_fitness,bit_length,trials
onemax,uniform,12,305,82.22,2.6175561121015156,77.0,88.0,100,50
onemax,uniform,13,330,83.42,2.4745908752761534,79.0,89.0,100,50
onemax,uniform,14,355,84.7,2.515949125081825,80.0,90.0,100,50
onemax,uniform,15,380,85.96,2.4079867109267856,81.0,90.0,100,50
onemax,uniform,16,405,87.12,2.346401500169995,82.0,91.0,100,50
onemax,uniform,17,430,88.2,2.181742422927143,83.0,92.0,100,50
onemax,uniform,18,455,89.16,2.2032702966272657,84.0,94.0,100,50
onemax,uniform,19,480,90.14,2.190981515211847,85.0,95.0,100,50
onemax,uniform,20,505,90.94,2.2575207640241097,86.0,96.0,100,50
onemax,uniform,21,530,91.78,2.2026347858871205,87.0,97.0,100,50
onemax,uniform,22,555,92.54,2.1280037593951757,88.0,98.0,100,50
onemax,uniform,23,580,93.3,1.9313207915827966,89.0,98.0,100,50
onemax,uniform,24,605,93.96,1.7658992043715291,90.0,98.0,100,50
onemax,uniform,25,630,94.46,1.8461852561430558,90.0,98.0,100,50
onemax,uniform,26,655,95.0,1.6492422502470643,91.0,98.0,100,50
onemax,uniform,27,680,95.58,1.5503547981026793,92.0,99.0,100,50
onemax,uniform,28,705,95.9,1.5652475842498528,92.0,99.0,100,50
onemax,uniform,29,730,96.26,1.4671059948074643,93.0,99.0,100,50
onemax,uniform,30,755,96.64,1.3965672200076873,93.0,99.0,100,50
onemax,uniform,31,780,96.86,1.2963024338479043,94.0,99.0,100,50
onemax,uniform,32,805,97.02,1.2408061895396878,94.0,100.0,100,50
onemax,uniform,33,830,97.34,1.2101239605924676,94.0,100.0,100,50
onemax,uniform,34,855,97.64,1.1271202242884297,94.0,100.0,100,50
onemax,uniform,35,880,97.9,1.0999999999999999,95.0,100.0,100,50
onemax,uniform,36,905,98.02,1.0675204916066012,95.0,100.0,100,50
onemax,uniform,37,930,98.18,1.0332473082471592,96.0,100.0,100,50
onemax,uniform,38,955,98.38,1.0176443386566842,96.0,100.0,100,50
onemax,uniform,39,980,98.6,1.0,96.0,100.0,100,50
onemax,uniform,40,1005,98.68,0.9260669522232181,97.0,100.0,100,50
onemax,uniform,41,1030,98.82,0.9314504817756015,97.0,100.0,100,50
onemax,uniform,42,1055,98.9,0.9219544457292888,97.0,100.0,100,50
onemax,uniform,43,1080,98.96,0.9156418513807678,97.0,100.0,100,50
onemax,uniform,44,1105,99.14,0.9167333309092671,97.0,100.0,100,50
onemax,uniform,45,1130,99.22,0.9008884503644167,97.0,100.0,100,50
onemax,uniform,46,1155,99.32,0.8109253973085317,98.0,100.0,100,50
onemax,uniform,47,1180,99.44,0.7787168933572715,98.0,100.0,100,50
onemax,uniform,48,1205,99.46,0.78,98.0,100.0,100,50
onemax,uniform,49,1230,99.5,0.7549834435270749,98.0,100.0,100,50
onemax,uniform,50,1255,99.56,0.7255342858886822,98.0,100.0,100,50
onemax,uniform,51,1280,99.62,0.66,98.0,100.0,100,50
onemax,uniform,52,1305,99.66,0.6514598989960932,98.0,100.0,100,50
onemax,uniform,53,1330,99.66,0.6514598989960932,98.0,100.0,100,50
onemax,uniform,54,1355,99.68,0.6462197768561405,98.0,100.0,100,50
onemax,uniform,55,1380,99.74,0.5589275444992848,98.0,100.0,100,50
onemax,uniform,56,1405,99.74,0.5589275444992848,98.0,100.0,100,50
onemax,uniform,57,1430,99.76,0.5499090833947008,98.0,100.0,100,50
onemax,uniform,58,1455,99.76,0.5499090833947008,98.0,100.0,100,50
onemax,uniform,59,1480,99.76,0.5499090833947008,98.0,100.0,100,50
onemax,uniform,60,1505,99.78,0.5015974481593781,98.0,100.0,100,50
onemax,uniform,61,1530,99.8,0.4898979485566356,98.0,100.0,100,50
onemax,uniform,62,1555,99.82,0.47707441767506253,98.0,100.0,100,50
onemax,uniform,63,1580,99.86,0.4004996878900157,98.0,100.0,100,50
onemax,uniform,64,1605,99.86,0.4004996878900157,98.0,100.0,100,50
onemax,uniform,65,1630,99.9,0.3,99.0,100.0,100,50
onemax,uniform,66,1655,99.9,0.3,99.0,100.0,100,50
onemax,uniform,67,1680,99.9,0.3,99.0,100.0,100,50
onemax,uniform,68,1705,99.9,0.3,99.0,100.0,100,50
onemax,uniform,69,1730,99.9,0.3,99.0,100.0,100,50
onemax,uniform,70,1755,99.92,0.2712931993250107,99.0,100.0,100,50
onemax,uniform,71,1780,99.94,0.23748684174075835,99.0,100.0,100,50
onemax,uniform,72,1805,99.94,0.23748684174075835,99.0,100.0,100,50
onemax,uniform,73,1830,99.94,0.23748684174075835,99.0,100.0,100,50
onemax,uniform,74,1855,99.94,0.23748684174075835,99.0,100.0,100,50
onemax,uniform,75,1880,99.94,0.23748684174075835,99.0,100.0,100,50
onemax,uniform,76,1905,99.94,0.23748684174075835,99.0,100.0,100,50
onemax,uniform,77,1930,99.96,0.19595917942265423,99.0,100.0,100,50
onemax,uniform,78,1955,99.96,0.19595917942265423,99.0,100.0,100,50
onemax,uniform,79,1980,99.96,0.19595917942265423,99.0,100.0,100,50
onemax,uniform,80,2005,99.96,0.19595917942265423,99.0,100.0,100,50
onemax,uniform,81,2030,99.96,0.19595917942265423,99.0,100.0,100,50
onemax,uniform,82,2055,99.96,0.19595917942265423,99.0,100.0,100,50
onemax,uniform,83,2080,99.96,0.19595917942265423,99.0,100.0,100,50
onemax,uniform,84,2105,99.96,0.19595917942265423,99.0,100.0,100,50
onemax,uniform,85,2130,99.96,0.19595917942265423,99.0,100.0,100,50
onemax,uniform,86,2155,99.96,0.19595917942265423,99.0,100.0,100,50
onemax,uniform,87,2180,99.96,0.19595917942265423,99.0,100.0,100,50
onemax,uniform,88,2205,99.98,0.14,99.0,100.0,100,50
onemax,uniform,89,2230,99.98,0.14,99.0,100.0,100,50
onemax,uniform,90,2255,99.98,0.14,99.0,100.0,100,50
onemax,uniform,91,2280,99.98,0.14,99.0,100.0,100,50
onemax,uniform,92,2305,99.98,0.14,99.0,100.0,100,50
onemax,uniform,93,2330,99.98,0.14,99.0,100.0,100,50
onemax,uniform,94,2355,99.98,0.14,99.0,100.0,100,50
onemax,uniform,95,2380,99.98,0.14,99.0,100.0,100,50
onemax,uniform,96,2405,99.98,0.14,99.0,100.0,100,50
onemax,uniform,97,2430,99.98,0.14,99.0,100.0,100,50
onemax,uniform,98,2455,99.98,0.14,99.0,100.0,100,50
onemax,uniform,99,2480,99.98,0.14,99.0,100.0,100,50
onemax,uniform,100,2505,99.98,0.14,99.0,100.0,100,50
onemax,uniform,101,2530,99.98,0.14,99.0,100.0,100,50
onemax,uniform,102,2555,99.98,0.14,99.0,100.0,100,50
onemax,uniform,103,2580,99.98,0.14,99.0,100.0,100,50
onemax,uniform,104,2605,99.98,0.14,99.0,100.0,100,50
onemax,uniform,105,2630,99.98,0.14,99.0,100.0,100,50
onemax,uniform,106,2655,99.98,0.14,99.0,100.0,100,50
onemax,uniform,107,2680,99.98,0.14,99.0,100.0,100,50
onemax,uniform,108,2705,99.98,0.14,99.0,100.0,100,50
onemax,uniform,109,2730,99.98,0.14,99.0,100.0,100,50
onemax,uniform,110,2755,99.98,0.14,99.0,100.0,100,50
onemax,uniform,111,2780,99.98,0.14,99.0,100.0,100,50
onemax,uniform,112,2805,99.98,0.14,99.0,100.0,100,50
onemax,uniform,113,2830,100.0,0.0,100.0,100.0,100,50
leadingones,single_point,0,5,2.82,1.6815469068687914,0.0,7.0,100,50
leadingones,single_point,2,55,3.42,2.020791923974361,0.0,9.0,100,50
leadingones,single_point,4,105,4.36,2.2517548712060114,0.0,9.0,100,50
leadingones,single_point,6,155,5.2,2.4979991993593593,0.0,14.0,100,50
leadingones,single_point,8,205,6.06,2.7742386342922987,0.0,14.0,100,50
leadingones,single_point,10,255,6.54,2.6169447835214252,1.0,14.0,100,50
leadingones,single_point,12,305,7.4,2.863564212655271,1.0,15.0,100,50
leadingones,single_point,14,355,7.84,2.968905522242161,1.0,15.0,100,50
leadingones,single_point,16,405,8.42,3.0795454209996644,2.0,15.0,100,50
leadingones,single_point,19,480,9.2,2.9393876913398134,2.0,15.0,100,50
leadingones,single_point,21,530,9.62,3.1233955881380124,2.0,16.0,100,50
leadingones,single_point,23,580,10.32,3.529532546952925,2.0,20.0,100,50
leadingones,single_point,25,630,11.02,3.7335773729762183,2.0,21.0,100,50
leadingones,single_point,27,680,11.86,3.9090152212545806,2.0,21.0,100,50
leadingones,single_point,29,730,12.72,4.386524820401681,2.0,23.0,100,50
leadingones,single_point,31,780,13.38,4.312261587612699,6.0,25.0,100,50
leadingones,single_point,33,830,14.06,4.415472794616676,6.0,25.0,100,50
leadingones,single_point,35,880,14.96,4.749568401444494,7.0,25.0,100,50
leadingones,single_point,38,955,15.98,4.645384806450376,7.0,27.0,100,50
leadingones,single_point,40,1005,16.84,4.945139027368189,7.0,27.0,100,50
leadingones,single_point,42,1055,17.52,5.135133883356889,7.0,29.0,100,50
leadingones,single_point,44,1105,18.08,5.11014676892944,7.0,29.0,100,50
leadingones,single_point,46,1155,18.8,4.931531202375181,8.0,29.0,100,50
leadingones,single_point,48,1205,19.22,4.80120818128104,8.0,29.0,100,50
leadingones,single_point,50,1255,20.12,4.994557037415831,8.0,30.0,100,50
leadingones,single_point,52,1305,20.62,4.987544486017142,8.0,31.0,100,50
leadingones,single_point,54,1355,21.38,5.585302140439674,9.0,41.0,100,50
leadingones,single_point,57,1430,22.3,5.717516943569122,9.0,41.0,100,50
leadingones,single_point,59,1480,22.98,5.808579860861001,9.0,41.0,100,50
leadingones,single_point,61,1530,23.52,5.862559168144916,9.0,41.0,100,50
leadingones,single_point,63,1580,24.1,5.61159513863928,12.0,41.0,100,50
leadingones,single_point,65,1630,24.86,5.789680474775789,12.0,41.0,100,50
leadingones,single_point,67,1680,25.62,5.94605751738074,13.0,41.0,100,50
leadingones,single_point,69,1730,26.38,6.0229228784702205,13.0,41.0,100,50
leadingones,single_point,71,1780,27.0,6.0266076693277455,13.0,41.0,100,50
leadingones,single_point,73,1830,27.54,6.139087880133334,15.0,43.0,100,50
leadingones,single_point,76,1905,28.8,6.8934751758456345,15.0,50.0,100,50
leadingones,single_point,78,1955,29.34,6.96738114358616,15.0,51.0,100,50
leadingones,single_point,80,2005,29.9,6.966347680097513,15.0,51.0,100,50
leadingones,single_point,82,2055,30.26,7.143696522109544,15.0,51.0,100,50
leadingones,single_point,84,2105,30.74,7.16884928004488,15.0,51.0,100,50
leadingones,single_point,86,2155,31.52,7.414148636222502,15.0,52.0,100,50
leadingones,single_point,88,2205,31.98,7.582849068786744,15.0,53.0,100,50
leadingones,single_point,90,2255,32.56,7.754121484733135,15.0,53.0,100,50
leadingones,single_point,92,2305,33.76,8.021371453810128,20.0,58.0,100,50
leadingones,single_point,95,2380,34.42,8.047583488228003,22.0,60.0,100,50
leadingones,single_point,97,2430,34.88,8.031537835309003,22.0,60.0,100,50
leadingones,single_point,99,2480,35.44,8.270816162870506,22.0,60.0,100,50
leadingones,single_point,101,2530,35.9,8.32165848854662,23.0,60.0,100,50
leadingones,single_point,103,2580,36.84,8.230091129507619,23.0,62.0,100,50
leadingones,single_point,105,2630,37.26,8.296529394873497,23.0,63.0,100,50
leadingones,single_point,107,2680,37.62,8.574123861946479,23.0,64.0,100,50
leadingones,single_point,109,2730,38.04,8.768032846653803,23.0,64.0,100,50
leadingones,single_point,111,2780,38.7,9.250405396521819,23.0,64.0,100,50
leadingones,single_point,114,2855,39.32,9.248653956117074,23.0,64.0,100,50
leadingones,single_point,116,2905,39.7,9.394147114027968,23.0,64.0,100,50
leadingones,single_point,118,2955,40.32,9.521428464258921,23.0,64.0,100,50
leadingones,single_point,120,3005,41.18,9.913001563603226,23.0,65.0,100,50
leadingones,single_point,122,3055,41.92,9.797632367056849,23.0,66.0,100,50
leadingones,single_point,124,3105,42.74,9.963553582934153,23.0,68.0,100,50
leadingones,single_point,126,3155,43.12,10.14818210321435,23.0,69.0,100,50
leadingones,single_point,128,3205,43.46,10.139447716715146,23.0,69.0,100,50
leadingones,single_point,130,3255,44.14,10.057852653524012,23.0,70.0,100,50
leadingones,single_point,133,3330,45.04,9.695277200781833,27.0,70.0,100,50
leadingones,single_point,135,3380,45.4,9.501578816175762,27.0,70.0,100,50
leadingones,single_point,137,3430,45.96,9.499389454064929,27.0,70.0,100,50
leadingones,single_point,139,3480,46.4,9.664367542679656,27.0,70.0,100,50
leadingones,single_point,141,3530,46.9,9.773944955850734,27.0,70.0,100,50
leadingones,single_point,143,3580,47.54,10.064213829206931,27.0,79.0,100,50
leadingones,single_point,145,3630,48.22,9.966523967763283,27.0,79.0,100,50
leadingones,single_point,147,3680,48.72,10.14502833904371,27.0,79.0,100,50
leadingones,single_point,149,3730,49.3,10.701868995647443,27.0,82.0,100,50
leadingones,single_point,152,3805,50.22,10.933050809357834,28.0,82.0,100,50
leadingones,single_point,154,3855,50.8,10.95627673984187,28.0,82.0,100,50
leadingones,single_point,156,3905,51.08,10.932227586361346,28.0,82.0,100,50
leadingones,single_point,158,3955,51.5,11.126994203287786,28.0,82.0,100,50
leadingones,single_point,160,4005,51.94,11.100288284544686,28.0,82.0,100,50
leadingones,single_point,162,4055,52.62,11.133534928314546,29.0,82.0,100,50
leadingones,single_point,164,4105,53.1,11.296459622377268,29.0,83.0,100,50
leadingones,single_point,166,4155,53.5,11.168258592994702,29.0,83.0,100,50
leadingones,single_point,168,4205,54.2,10.979981785048643,29.0,83.0,100,50
leadingones,single_point,171,4280,54.86,10.733144925882629,29.0,83.0,100,50
leadingones,single_point,173,4330,55.3,10.798611021793498,29.0,85.0,100,50
leadingones,single_point,175,4380,56.06,10.414240250733608,31.0,85.0,100,50
leadingones,single_point,177,4430,56.64,10.764311403893888,31.0,86.0,100,50
leadingones,single_point,179,4480,57.1,10.522832318344715,31.0,86.0,100,50
leadingones,single_point,181,4530,57.42,10.62655165140602,31.0,86.0,100,50
leadingones,single_point,183,4580,57.88,10.49502739396139,31.0,87.0,100,50
leadingones,single_point,185,4630,58.68,10.37581804003906,36.0,87.0,100,50
leadingones,single_point,188,4705,59.3,10.350362312499017,37.0,87.0,100,50
leadingones,single_point,190,4755,59.78,10.046472017579106,44.0,87.0,100,50
leadingones,single_point,192,4805,60.28,9.913707681790903,45.0,87.0,100,50
leadingones,single_point,194,4855,60.54,9.988413287404562,45.0,87.0,100,50
leadingones,single_point,196,4905,61.12,10.082936080328983,45.0,87.0,100,50
leadingones,single_point,198,4955,61.5,10.052362906302179,45.0,87.0,100,50
leadingones,single_point,200,5005,61.88,10.197332984658292,45.0,87.0,100,50
leadingones,single_point,202,5055,62.46,9.984407844233928,45.0,87.0,100,50
leadingones,single_point,204,5105,63.0,9.77957054271812,45.0,87.0,100,50
leadingones,single_point,207,5180,64.0,10.49571341072154,45.0,89.0,100,50
leadingones,single_point,209,5230,64.6,10.488088481701515,45.0,89.0,100,50
leadingones,single_point,211,5280,65.06,10.739478572072295,45.0,89.0,100,50
leadingones,single_point,213,5330,65.4,10.759182125050213,45.0,89.0,100,50
leadingones,single_point,215,5380,66.2,11.237437430304118,45.0,92.0,100,50
leadingones,single_point,217,5430,66.76,11.028254621652513,45.0,92.0,100,50
leadingones,single_point,219,5480,67.34,10.918992627527505,45.0,93.0,100,50
leadingones,single_point,221,5530,67.78,10.72248105617352,46.0,93.0,100,50
leadingones,single_point,223,5580,68.34,10.979271378374797,46.0,93.0,100,50
leadingones,single_point,226,5655,69.16,11.180983856530693,47.0,94.0,100,50
leadingones,single_point,228,5705,69.56,11.178837148827242,47.0,94.0,100,50
leadingones,single_point,230,5755,69.86,11.144523318652979,47.0,94.0,100,50
leadingones,single_point,232,5805,70.12,11.127695179146489,50.0,94.0,100,50
leadingones,single_point,234,5855,70.6,11.483901775964474,51.0,100.0,100,50
leadingones,single_point,236,5905,71.04,11.329536618944307,51.0,100.0,100,50
leadingones,single_point,238,5955,71.52,11.189709558339752,51.0,100.0,100,50
leadingones,single_point,240,6005,71.84,11.23807812750917,51.0,100.0,100,50
leadingones,single_point,242,6055,72.3,11.344161493913951,51.0,100.0,100,50
leadingones,single_point,245,6130,72.92,10.990614177560778,51.0,100.0,100,50
leadingones,single_point,247,6180,73.42,11.176922653396149,52.0,100.0,100,50
leadingones,single_point,249,6230,73.92,11.17110558539306,52.0,100.0,100,50
leadingones,single_point,251,6280,74.3,11.092790451459903,52.0,100.0,100,50
leadingones,single_point,253,6330,74.48,11.099981981967359,52.0,100.0,100,50
leadingones,single_point,255,6380,75.08,11.466193788699021,52.0,100.0,100,50
leadingones,single_point,257,6430,75.52,11.372317266063236,53.0,100.0,100,50
leadingones,single_point,259,6480,75.74,11.334566599566125,53.0,100.0,100,50
leadingones,single_point,261,6530,76.2,10.954451150103322,57.0,100.0,100,50
leadingones,single_point,264,6605,76.54,10.92924517064193,57.0,100.0,100,50
leadingones,single_point,266,6655,76.94,10.885605173806368,57.0,100.0,100,50
leadingones,single_point,268,6705,77.3,10.90366910723175,57.0,100.0,100,50
leadingones,single_point,270,6755,77.78,10.64761006047836,60.0,100.0,100,50
leadingones,single_point,272,6805,78.08,10.561893769585073,60.0,100.0,100,50
leadingones,single_point,274,6855,78.28,10.478625864110235,60.0,100.0,100,50
leadingones,single_point,276,6905,78.54,10.469403039333237,60.0,100.0,100,50
leadingones,single_point,278,6955,78.88,10.42811584132052,60.0,100.0,100,50
leadingones,single_point,280,7005,79.2,10.320852677952534,60.0,100.0,100,50
leadingones,single_point,283,7080,80.08,10.04358501731329,61.0,100.0,100,50
leadingones,single_point,285,7130,80.8,10.278132126023678,61.0,100.0,100,50
leadingones,single_point,287,7180,81.14,10.156790831753895,61.0,100.0,100,50
leadingones,single_point,289,7230,81.86,9.973986164016871,61.0,100.0,100,50
leadingones,single_point,291,7280,82.24,9.965058956172815,61.0,100.0,100,50
leadingones,single_point,293,7330,82.62,9.838475491660281,64.0,100.0,100,50
leadingones,single_point,295,7380,82.8,9.93176721434811,64.0,100.0,100,50
leadingones,single_point,297,7430,82.86,9.879291472570287,65.0,100.0,100,50
leadingones,single_point,299,7480,83.28,9.765326415435378,66.0,100.0,100,50
leadingones,single_point,302,7555,83.86,9.840752003785077,67.0,100.0,100,50
leadingones,single_point,304,7605,84.28,9.709871265881953,67.0,100.0,100,50
leadingones,single_point,306,7655,84.42,9.732604995580576,67.0,100.0,100,50
leadingones,single_point,308,7705,84.82,9.70090717407398,67.0,100.0,100,50
leadingones,single_point,310,7755,85.14,9.685060660625723,67.0,100.0,100,50
leadingones,single_point,312,7805,85.5,9.436630754670864,68.0,100.0,100,50
leadingones,single_point,314,7855,85.86,9.325256028656801,70.0,100.0,100,50
leadingones,single_point,316,7905,86.24,9.04778425914323,70.0,100.0,100,50
leadingones,single_point,318,7955,86.34,8.970195092638733,70.0,100.0,100,50
leadingones,single_point,321,8030,86.66,8.896313843384798,70.0,100.0,100,50
leadingones,single_point,323,8080,87.06,8.785009960153717,70.0,100.0,100,50
leadingones,single_point,325,8130,87.52,8.78234592805362,70.0,100.0,100,50
leadingones,single_point,327,8180,88.0,8.888194417315589,70.0,100.0,100,50
leadingones,single_point,329,8230,88.26,8.86072231818603,70.0,100.0,100,50
leadingones,single_point,331,8280,88.42,8.75234825632527,71.0,100.0,100,50
leadingones,single_point,333,8330,88.82,8.687208987931625,71.0,100.0,100,50
leadingones,single_point,335,8380,89.16,8.626378150765245,71.0,100.0,100,50
leadingones,single_point,337,8430,89.38,8.620649627493279,71.0,100.0,100,50
leadingones,single_point,340,8505,89.92,8.4471060133042,71.0,100.0,100,50
leadingones,single_point,342,8555,90.32,8.305275431916753,74.0,100.0,100,50
leadingones,single_point,344,8605,90.5,8.195730595865143,74.0,100.0,100,50
leadingones,single_point,346,8655,90.76,8.066126703691184,74.0,100.0,100,50
leadingones,single_point,348,8705,91.02,7.976189566453395,74.0,100.0,100,50
leadingones,single_point,350,8755,91.32,7.890348534760679,74.0,100.0,100,50
leadingones,single_point,352,8805,91.52,7.9353386821231515,74.0,100.0,100,50
leadingones,single_point,354,8855,91.66,7.706127432115304,76.0,100.0,100,50
leadingones,single_point,357,8930,92.12,7.59378693406656,76.0,100.0,100,50
leadingones,single_point,359,8980,92.38,7.512363143512166,78.0,100.0,100,50
leadingones,single_point,361,9030,92.5,7.446475676452586,78.0,100.0,100,50
leadingones,single_point,363,9080,92.62,7.367197567596515,79.0,100.0,100,50
leadingones,single_point,365,9130,92.86,7.421617074465646,79.0,100.0,100,50
leadingones,single_point,367,9180,93.2,7.238784428341543,79.0,100.0,100,50
leadingones,single_point,369,9230,93.44,7.116628415197748,79.0,100.0,100,50
leadingones,single_point,371,9280,93.56,7.020427337420422,79.0,100.0,100,50
leadingones,single_point,373,9330,93.8,6.933974329343886,79.0,100.0,100,50
leadingones,single_point,376,9405,94.1,6.95197813575388,79.0,100.0,100,50
leadingones,single_point,378,9455,94.34,6.710022354657249,80.0,100.0,100,50
leadingones,single_point,380,9505,94.78,6.296951643454157,80.0,100.0,100,50
leadingones,single_point,382,9555,94.92,6.1768600437439085,80.0,100.0,100,50
leadingones,single_point,384,9605,95.18,6.173135345997202,80.0,100.0,100,50
leadingones,single_point,386,9655,95.38,5.925841712364582,80.0,100.0,100,50
leadingones,single_point,388,9705,95.66,5.612878049628373,81.0,100.0,100,50
leadingones,single_point,390,9755,96.04,5.351485774997444,81.0,100.0,100,50
leadingones,single_point,392,9805,96.22,5.330253277284298,81.0,100.0,100,50
leadingones,single_point,395,9880,96.58,5.091522365658428,84.0,100.0,100,50
leadingones,single_point,397,9930,96.7,5.084289527554465,84.0,100.0,100,50
leadingones,single_point,399,9980,96.9,4.960846701924985,84.0,100.0,100,50
leadingones,single_point,401,10030,96.96,4.8824583971601845,84.0,100.0,100,50
leadingones,single_point,403,10080,97.14,4.711730043200692,85.0,100.0,100,50
leadingones,single_point,405,10130,97.28,4.507948535642349,86.0,100.0,100,50
leadingones,single_point,407,10180,97.38,4.362980632549267,86.0,100.0,100,50
leadingones,single_point,409,10230,97.52,4.177271836976856,86.0,100.0,100,50
leadingones,single_point,411,10280,97.68,3.96706440582958,86.0,100.0,100,50
leadingones,single_point,414,10355,97.78,3.8485841552446267,86.0,100.0,100,50
leadingones,single_point,416,10405,98.02,3.6523417145716253,86.0,100.0,100,50
leadingones,single_point,418,10455,98.16,3.384434960226005,87.0,100.0,100,50
leadingones,single_point,420,10505,98.34,3.326319287140066,87.0,100.0,100,50
leadingones,single_point,422,10555,98.36,3.2909573075322625,87.0,100.0,100,50
leadingones,single_point,424,10605,98.4,3.2310988842807022,88.0,100.0,100,50
leadingones,single_point,426,10655,98.46,3.1509363687640537,88.0,100.0,100,50
leadingones,single_point,428,10705,98.6,2.9461839725312475,89.0,100.0,100,50
leadingones,single_point,430,10755,98.68,2.803141095271517,89.0,100.0,100,50
leadingones,single_point,433,10830,98.7,2.7946377224964243,89.0,100.0,100,50
leadingones,single_point,435,10880,98.76,2.8039971469315015,89.0,100.0,100,50
leadingones,single_point,437,10930,98.82,2.6958486604407152,90.0,100.0,100,50
leadingones,single_point,439,10980,98.82,2.6958486604407152,90.0,100.0,100,50
leadingones,single_point,441,11030,98.86,2.6982216365599023,90.0,100.0,100,50
leadingones,single_point,443,11080,98.98,2.5099003964301048,90.0,100.0,100,50
leadingones,single_point,445,11130,99.0,2.4657656011875906,90.0,100.0,100,50
leadingones,single_point,447,11180,99.06,2.4282503989498285,90.0,100.0,100,50
leadingones,single_point,449,11230,99.14,2.323876072427271,91.0,100.0,100,50
leadingones,single_point,452,11305,99.18,2.1971800108320667,92.0,100.0,100,50
leadingones,single_point,454,11355,99.24,2.025438224187546,92.0,100.0,100,50
leadingones,single_point,456,11405,99.32,1.8914544668059021,92.0,100.0,100,50
leadingones,single_point,458,11455,99.32,1.8914544668059021,92.0,100.0,100,50
leadingones,single_point,460,11505,99.32,1.8914544668059021,92.0,100.0,100,50
leadingones,single_point,462,11555,99.32,1.8914544668059021,92.0,100.0,100,50
leadingones,single_point,464,11605,99.32,1.8914544668059021,92.0,100.0,100,50
leadingones,single_point,466,11655,99.32,1.8914544668059021,92.0,100.0,100,50
leadingones,single_point,468,11705,99.38,1.765106229097841,92.0,100.0,100,50
leadingones,single_point,471,11780,99.4,1.7435595774162693,92.0,100.0,100,50
leadingones,single_point,473,11830,99.44,1.614434885648845,92.0,100.0,100,50
leadingones,single_point,475,11880,99.46,1.6026228502052504,92.0,100.0,100,50
leadingones,single_point,477,11930,99.54,1.41718029904455,92.0,100.0,100,50
leadingones,single_point,479,11980,99.58,1.4012851244482687,92.0,100.0,100,50
leadingones,single_point,481,12030,99.58,1.4012851244482687,92.0,100.0,100,50
leadingones,single_point,483,12080,99.6,1.3711309200802089,92.0,100.0,100,50
leadingones,single_point,485,12130,99.6,1.3711309200802089,92.0,100.0,100,50
leadingones,single_point,487,12180,99.64,1.3529227620230209,92.0,100.0,100,50
leadingones,single_point,490,12255,99.68,1.3332666649999165,92.0,100.0,100,50
leadingones,single_point,492,12305,99.72,1.2172099243762353,92.0,100.0,100,50
leadingones,single_point,494,12355,99.74,1.091970695577496,93.0,100.0,100,50
leadingones,single_point,496,12405,99.74,1.091970695577496,93.0,100.0,100,50
leadingones,single_point,498,12455,99.74,1.091970695577496,93.0,100.0,100,50
leadingones,single_point,500,12505,99.78,1.063766891757776,93.0,100.0,100,50
leadingones,single_point,502,12555,99.82,0.8874683092933516,94.0,100.0,100,50
leadingones,single_point,504,12605,99.84,0.8799999999999998,94.0,100.0,100,50
leadingones,single_point,506,12655,99.84,0.8799999999999998,94.0,100.0,100,50
leadingones,single_point,509,12730,99.86,0.748598690888516,95.0,100.0,100,50
leadingones,single_point,511,12780,99.86,0.748598690888516,95.0,100.0,100,50
leadingones,single_point,513,12830,99.9,0.7,95.0,100.0,100,50
leadingones,single_point,515,12880,99.9,0.7,95.0,100.0,100,50
leadingones,single_point,517,12930,99.9,0.7,95.0,100.0,100,50
leadingones,single_point,519,12980,99.9,0.7,95.0,100.0,100,50
leadingones,single_point,521,13030,99.9,0.7,95.0,100.0,100,50
leadingones,single_point,523,13080,99.92,0.5599999999999999,96.0,100.0,100,50
leadingones,single_point,526,13155,100.0,0.0,100.0,100.0,100,50
leadingones,two_point,0,5,2.82,1.6815469068687914,0.0,7.0,100,50
leadingones,two_point,2,55,3.74,2.2521989254948154,0.0,10.0,100,50
leadingones,two_point,4,105,4.56,2.42619042945932,0.0,11.0,100,50
leadingones,two_point,6,155,5.24,2.9702525145179157,0.0,16.0,100,50
leadingones,two_point,8,205,6.08,3.051819129633996,0.0,16.0,100,50
leadingones,two_point,10,255,6.92,3.1675858315126995,1.0,16.0,100,50
leadingones,two_point,12,305,7.68,3.4084600628436297,1.0,16.0,100,50
leadingones,two_point,14,355,8.28,3.5442347552045703,1.0,16.0,100,50
leadingones,two_point,17,430,9.56,3.8165953414005,1.0,21.0,100,50
leadingones,two_point,19,480,10.34,4.198142446368394,2.0,21.0,100,50
leadingones,two_point,21,530,11.16,4.451336877837938,2.0,25.0,100,50
leadingones,two_point,23,580,11.74,4.715124600686603,2.0,29.0,100,50
leadingones,two_point,25,630,12.94,5.190028901653632,2.0,30.0,100,50
leadingones,two_point,27,680,13.46,5.11941402896855,2.0,30.0,100,50
leadingones,two_point,29,730,14.3,5.470831746635972,2.0,31.0,100,50
leadingones,two_point,32,805,15.22,5.6188610945635595,4.0,31.0,100,50
leadingones,two_point,34,855,16.04,5.488023323565598,4.0,31.0,100,50
leadingones,two_point,36,905,17.14,5.87880940327206,5.0,31.0,100,50
leadingones,two_point,38,955,17.74,6.082137782063145,5.0,33.0,100,50
leadingones,two_point,40,1005,18.66,6.159902596632515,5.0,35.0,100,50
